audit_task_id,label_id,label_type,severity,correct,high_quality_user,gsv_panorama_id,agree_count,disagree_count,notsure_count,image_width,image_height,sv_image_x,sv_image_y,canvas_width,canvas_height,canvas_x,canvas_y,zoom,heading,pitch,photographer_heading,photographer_pitch,label_tags,label_description,heading_diff,pitch_diff,geometry
47360,191159,Obstacle,,1,True,tS6TRpcbR-b3AOwcFaL36g,3,0,0,16384.0,8192.0,7379,-158,720,480,413,145,3,197.0625,-8.214285850524902,249.52304077148438,0.760566711425781,0.0,0.0,-52.460540771484375,-8.974852561950684,POINT (-122.3298110961914 47.54521179199219)
47503,191510,NoCurbRamp,2.0,1,True,L7daylqgjLtBpDSXWGOKRA,2,0,1,16384.0,8192.0,9106,-1302,720,480,395,249,1,239.65625,-34.625,189.4986114501953,-3.108329772949218,0.0,0.0,50.15763854980469,-31.51667022705078,POINT (-122.29263305664062 47.546112060546875)
47546,191594,CurbRamp,3.0,1,True,4lR9n9MVRvpYvmKLNE83wQ,1,0,0,16384.0,8192.0,12451,-376,720,480,363,280,2,336.0714416503906,-7.5714287757873535,345.1883850097656,-0.251739501953125,0.0,0.0,-9.116943359375,-7.3196892738342285,POINT (-122.33770751953125 47.69786071777344)
47546,191596,CurbRamp,3.0,1,True,V0mNxKs9OsUkOg-ZkO4TeA,1,0,0,16384.0,8192.0,228,-871,720,480,414,223,2,1.6071428060531612,-25.89285659790039,259.6889343261719,0.853675842285156,0.0,0.0,-258.0817915201187,-26.746532440185547,POINT (-122.33756256103516 47.697853088378906)
47547,191601,CurbRamp,2.0,1,True,ySqqPT5F-9hdgtb8D9tSlw,1,0,0,16384.0,8192.0,4250,-716,720,480,413,258,2,110.89286041259766,-18.14285659790039,191.8692626953125,5.09503173828125,0.0,0.0,-80.97640228271484,-23.23788833618164,POINT (-122.33757781982422 47.69965362548828)
47547,191605,CurbRamp,1.0,1,True,13N8LY3rVbNM7K5StjxZPA,1,0,0,16384.0,8192.0,9269,-1161,720,480,548,222,2,233.92857360839844,-34.03571319580078,164.81353759765625,0.52984619140625,0.0,0.0,69.11503601074219,-34.56555938720703,POINT (-122.33771514892578 47.6995735168457)
47663,192117,SurfaceProblem,3.0,1,True,x3wH6GWkUvJCpL2Jnj3G6Q,1,0,0,13312.0,6656.0,5310,-543,720,480,338,156,3,144.2299041748047,-18.90401840209961,273.4685974121094,-2.7142105102539062,0.0,0.0,-129.2386932373047,-16.189807891845703,POINT (-122.3546371459961 47.689048767089844)
47811,192543,NoCurbRamp,4.0,1,True,SfCIJ_n0QWgDySnx50SNfA,2,0,0,16384.0,8192.0,926,-301,720,480,367,166,2,24.546875,-15.0,0.443284302949905,-0.48898315429687506,0.0,0.0,24.103590697050095,-14.511016845703125,POINT (-122.31404876708984 47.560638427734375)
47878,192701,NoCurbRamp,4.0,1,True,c1HyNWY_ZLRUA3DQgJ_MNg,3,0,0,16384.0,8192.0,7959,-679,720,480,297,174,1,225.25,-29.75,89.58140563964844,-1.491401672363281,0.0,0.0,135.66859436035156,-28.25859832763672,POINT (-122.31871032714844 47.56342315673828)
48120,193211,CurbRamp,1.0,1,True,uLQjHAEqtOoxQWdgz0-57A,1,0,0,16384.0,8192.0,9490,-478,720,480,212,306,2,268.49554443359375,-8.189732551574707,92.6486587524414,2.3809585571289062,0.0,0.0,175.84688568115234,-10.570691108703613,POINT (-122.33535766601562 47.699554443359375)
48120,193213,CurbRamp,1.0,1,True,02S7P9MfDWgQst2BXZptCg,1,0,0,16384.0,8192.0,5678,-439,720,480,249,215,2,162.0669708251953,-14.439732551574707,270.44244384765625,-0.590126037597656,0.0,0.0,-108.37547302246094,-13.84960651397705,POINT (-122.33493041992188 47.69951629638672)
48131,193228,NoCurbRamp,4.0,1,True,sl96wTNkyJZuj2rp1ljNXg,4,0,0,16384.0,8192.0,8519,-364,720,480,396,188,2,227.97544860839844,-14.575892448425293,322.491943359375,0.5499114990234371,1.0,0.0,-94.51649475097656,-15.12580394744873,POINT (-122.33665466308594 47.69772720336914)
48382,193843,NoCurbRamp,5.0,1,True,R_3tGQPc2Lug4gX3kGldcg,2,0,0,16384.0,8192.0,4214,-529,720,480,320,230,1,120.6875,-16.1875,180.3063201904297,3.051063537597656,1.0,0.0,-59.61882019042969,-19.238563537597656,POINT (-122.28071594238281 47.548133850097656)
48409,193949,CurbRamp,1.0,1,True,NtfvxfUad7fHcMkRwxKBwg,1,0,0,16384.0,8192.0,2970,-710,720,480,413,249,1,71.4375,-18.0625,358.9332580566406,-2.034828186035156,0.0,0.0,-287.4957580566406,-16.027671813964844,POINT (-122.32289123535156 47.69136428833008)
48421,193981,CurbRamp,1.0,1,True,yOaJcl8xtVW-kouxKuPAhQ,2,0,0,16384.0,8192.0,8930,-500,720,480,158,275,1,271.0,-10.0,88.23493194580078,-1.806816101074218,0.0,0.0,182.76506805419922,-8.193183898925781,POINT (-122.32839965820312 47.697669982910156)
48426,194004,CurbRamp,1.0,1,True,D52bQbRRtZOM1PrQi3bHWw,1,0,0,16384.0,8192.0,12403,-203,720,480,460,151,3,331.47991943359375,-9.754464149475098,7.317905902862549,1.698234558105468,0.0,0.0,324.1620135307312,-11.452698707580566,POINT (-122.32266235351562 47.539981842041016)
48436,194026,NoCurbRamp,5.0,1,True,GJsjcD1-0DGeI0tiOE0dXw,2,0,0,16384.0,8192.0,7522,-1032,720,480,572,233,1,168.1875,-34.4375,74.43236541748047,-4.334205627441406,0.0,0.0,93.75513458251953,-30.103294372558594,POINT (-122.32696533203125 47.690372467041016)
48436,194027,NoCurbRamp,5.0,1,True,GJsjcD1-0DGeI0tiOE0dXw,2,0,0,16384.0,8192.0,9226,-452,720,480,261,194,2,257.0714416503906,-16.616071701049805,74.43236541748047,-4.334205627441406,0.0,0.0,182.63907623291016,-12.281866073608398,POINT (-122.32710266113281 47.690372467041016)
48544,194307,CurbRamp,1.0,1,False,PlT-JsAQZ_uU-_l5mJ4FGg,1,0,0,13312.0,6656.0,4611,-869,720,480,240,175,1,144.0625,-35.0,179.00547790527344,-0.5626373291015621,0.0,0.0,-34.94297790527344,-34.43736267089844,POINT (-122.30946350097656 47.69301223754883)
48533,194345,NoCurbRamp,3.0,1,True,0OJp_-5PAWMB_YIY6FLfyQ,2,0,0,16384.0,8192.0,11188,-439,720,480,287,102,1,313.11749267578125,-33.125,31.38198471069336,0.932197570800781,0.0,0.0,281.7355079650879,-34.05719757080078,POINT (-122.26519012451172 47.5416374206543)
48545,194302,CurbRamp,4.0,1,True,A0jf2TdWonudW4QSixwY7w,1,0,0,16384.0,8192.0,8319,-631,720,480,424,217,1,214.8125,-21.125,178.51025390625,-0.917823791503906,0.0,0.0,36.30224609375,-20.207176208496094,POINT (-122.27459716796875 47.56285858154297)
48595,194650,CurbRamp,3.0,1,True,kmfcQ07H6LQtSftuVzVQPw,1,0,0,16384.0,8192.0,7885,-597,720,480,357,280,2,213.10714721679688,-13.75,180.0276336669922,5.360687255859375,0.0,0.0,33.07951354980469,-19.110687255859375,POINT (-122.27460479736328 47.56417465209961)
48565,194411,Obstacle,4.0,1,True,3_2naZVjvqdoZO5b01MRvg,3,1,0,16384.0,8192.0,12107,-365,720,480,334,156,1,331.9375,-23.1875,178.8856964111328,1.170150756835937,0.0,0.0,153.0518035888672,-24.357650756835938,POINT (-122.3447494506836 47.69312286376953)
48584,194553,Obstacle,3.0,1,True,JKzob2nOHbCo1HuMtRnyVQ,3,0,0,16384.0,8192.0,4322,-527,720,480,317,111,1,123.75,-34.4375,15.213881492614746,-2.3675918579101562,0.0,0.0,108.53611850738525,-32.069908142089844,POINT (-122.3619613647461 47.70158386230469)
48860,195763,CurbRamp,3.0,1,True,5MpLxMJ8mkJOwmpBksAKcw,1,0,0,13312.0,6656.0,5626,-565,720,480,168,149,2,167.4330291748047,-23.946428298950195,310.719482421875,-0.8400497436523431,0.0,0.0,-143.2864532470703,-23.10637855529785,POINT (-122.32832336425781 47.69404220581055)
49243,197033,CurbRamp,1.0,1,True,q48-0nKoA480QW8roUtDrQ,2,0,0,16384.0,8192.0,13167,-488,720,480,376,197,1,353.265625,-20.9375,153.4699249267578,0.47733306884765603,0.0,0.0,199.7957000732422,-21.414833068847656,POINT (-122.25820922851562 47.67217254638672)
49669,198057,CurbRamp,1.0,1,True,gtz82tEwgsOChoncrqRscw,2,0,0,16384.0,8192.0,6979,-326,720,480,185,178,2,202.70535278320312,-14.375,270.4593505859375,2.926658630371093,0.0,0.0,-67.75399780273438,-17.301658630371094,POINT (-122.31256103515625 47.70843505859375)
50087,199868,SurfaceProblem,3.0,1,False,0TGggPByp9SQbFyRwNZJ0Q,1,0,0,16384.0,8192.0,10012,-719,720,480,449,150,1,256.125,-34.4375,167.94578552246094,1.487663269042968,0.0,0.0,88.17921447753906,-35.92516326904297,POINT (-122.30311584472656 47.55411911010742)
50110,199930,CurbRamp,,1,False,603p9so5WM3ZI6fYXz2S_Q,1,0,0,16384.0,8192.0,4686,-439,720,480,514,166,2,114.734375,-18.303571701049805,178.8664093017578,1.613075256347656,0.0,0.0,-64.13203430175781,-19.91664695739746,POINT (-122.35533142089844 47.70137023925781)
50225,200430,NoCurbRamp,4.0,,True,tQC5T29ndJqAyFk3Et2u2A,1,1,0,3328.0,1664.0,3952,-543,720,480,406,175,1,99.125,-25.3125,325.61651611328125,0.40659332275390603,0.0,0.0,-226.49151611328125,-25.719093322753906,POINT (-122.29625701904297 47.57219696044922)
50242,200488,CurbRamp,1.0,1,False,gXcxboKzmklf2h0yhp_5bw,2,0,0,16384.0,8192.0,3859,-753,720,480,181,277,1,132.4375,-17.4375,71.99673461914062,3.519500732421875,0.0,0.0,60.440765380859375,-20.957000732421875,POINT (-122.30301666259766 47.55979919433594)
50242,200490,CurbRamp,1.0,1,False,gXcxboKzmklf2h0yhp_5bw,2,0,0,16384.0,8192.0,850,-565,720,480,326,185,1,28.1875,-24.125,71.99673461914062,3.519500732421875,0.0,0.0,-43.809234619140625,-27.644500732421875,POINT (-122.30306243896484 47.559913635253906)
50247,200493,CurbRamp,2.0,1,False,bnBwHFj3aWpsNpoefYstpA,2,0,0,16384.0,8192.0,4649,-1012,720,480,384,192,1,121.0,-35.0,67.46820831298828,3.7354507446289062,0.0,0.0,53.53179168701172,-38.735450744628906,POINT (-122.30257415771484 47.55991744995117)
50480,201571,Signal,,1,True,tWMgo_kR6RJpIaIPXXzDtQ,4,0,1,16384.0,8192.0,4236,-882,720,480,385,416,3,113.51786041259766,-17.140625,53.96675109863281,-0.35794067382812506,0.0,0.0,59.551109313964844,-16.782684326171875,POINT (-122.31605529785156 47.54638671875)
50675,202273,Obstacle,3.0,1,True,JPjXGP8OgvFAY7t5BGMo4w,2,1,0,16384.0,8192.0,5938,-554,720,480,455,186,1,145.6875,-24.5,12.211825370788574,-0.029304504394531004,0.0,0.0,133.47567462921143,-24.47069549560547,POINT (-122.32036590576172 47.55047607421875)
50688,202328,Crosswalk,1.0,1,True,ymijYX4wGaYYTOVQ4CdCXA,5,1,0,16384.0,8192.0,12915,-93,720,480,585,129,1,318.125,-20.5625,252.1261444091797,2.256027221679687,0.0,0.0,65.99885559082031,-22.818527221679688,POINT (-122.32959747314453 47.543968200683594)
50752,202842,Signal,,1,True,bK3iu1fIvMFQo95IWKTpxw,5,0,0,16384.0,8192.0,682,-647,720,480,359,304,3,18.625,-15.147321701049805,248.69898986816406,-0.40219116210937506,0.0,0.0,-230.07398986816406,-14.74513053894043,POINT (-122.32600402832031 47.54642105102539)
51061,204626,Obstacle,2.0,1,True,9FSkHOpe0ygC4nz-VfqJpA,3,0,0,16384.0,8192.0,9593,-989,720,480,237,274,1,280.6227722167969,-23.4375,174.89198303222656,5.235313415527344,0.0,0.0,105.73078918457031,-28.672813415527344,POINT (-122.31360626220703 47.550621032714844)
51139,205331,CurbRamp,,1,True,tcnKxJWe3TcRXk3cTkyAfg,2,0,0,16384.0,8192.0,283,-846,720,480,140,310,1,41.27964401245117,-16.8125,106.1781005859375,-1.052886962890625,0.0,0.0,-64.89845657348633,-15.759613037109375,POINT (-122.32839965820312 47.69691848754883)
51734,207141,NoCurbRamp,3.0,1,True,qm8TwVdxyhYUWK_FUe6zvQ,1,0,0,16384.0,8192.0,8318,-574,720,480,369,199,1,223.6125030517578,-22.4375,179.83468627929688,-0.38042449951171803,0.0,0.0,43.77781677246094,-22.05707550048828,POINT (-122.36077880859375 47.687618255615234)
51821,207366,Obstacle,2.0,1,False,cK-hn23EWGB_EKOBlMB0SA,1,0,0,16384.0,8192.0,11723,-613,720,480,108,280,1,353.5,-14.25,276.119140625,-3.5439224243164062,0.0,0.0,77.380859375,-10.706077575683594,POINT (-122.31710815429688 47.69500732421875)
51824,207376,Obstacle,3.0,1,False,n1RAjsX2Miz7oHFhWPKeRw,1,0,1,16384.0,8192.0,11736,-502,720,480,217,282,1,339.9375,-8.875,88.76347351074219,7.060882568359375,0.0,0.0,251.1740264892578,-15.935882568359375,POINT (-122.31742095947266 47.6959114074707)
51824,207380,Crosswalk,1.0,1,False,vQVeRN1v85lUitC1LDTSxw,3,0,0,16384.0,8192.0,112,-762,720,480,412,162,1,354.0,-33.8125,124.12227630615234,1.4444580078125,0.0,0.0,229.87772369384766,-35.2569580078125,POINT (-122.31756591796875 47.6959114074707)
51834,207411,Crosswalk,,1,False,yzWIDxchg9wJsTKqynZ0PQ,1,0,0,16384.0,8192.0,5192,-246,720,480,400,99,1,134.625,-28.9375,270.381103515625,1.161293029785156,0.0,0.0,-135.756103515625,-30.098793029785156,POINT (-122.32591247558594 47.703094482421875)
51952,207729,Crosswalk,2.0,1,True,thft92XMB77_PSMHiLJxxQ,8,0,0,16384.0,8192.0,7416,-579,720,480,244,146,1,218.0,-31.4375,270.5882873535156,-0.9331054687499999,0.0,0.0,-52.588287353515625,-30.50439453125,POINT (-122.32308197021484 47.69580078125)
51962,207931,NoSidewalk,5.0,1,True,Uu4dbveAehdCWtfHvtVNXg,1,0,0,16384.0,8192.0,445,-571,720,480,210,127,1,34.625,-34.8125,357.77886962890625,0.003135681152343,1.0,0.0,-323.15386962890625,-34.815635681152344,POINT (-122.32575225830078 47.69380569458008)
52012,208323,CurbRamp,2.0,1,True,jjbYkt2CpVllZt2EYatZ8g,1,0,0,16384.0,8192.0,11203,-376,720,480,175,81,1,328.91070556640625,-35.0,343.4492492675781,3.6157913208007812,0.0,0.0,-14.538543701171875,-38.61579132080078,POINT (-122.26834106445312 47.55949020385742)
52023,208386,NoCurbRamp,2.0,,True,N-TaEcyg4FGuvKxnG2FMdA,1,0,0,16384.0,8192.0,2089,-564,720,480,348,218,2,57.77231979370117,-17.5,179.0028533935547,-1.92291259765625,0.0,0.0,-121.23053359985352,-15.57708740234375,POINT (-122.27067565917969 47.56654739379883)
52192,209069,SurfaceProblem,4.0,1,True,MP9gQ6CfTpIdO2pvADV1fg,2,0,0,13312.0,6656.0,6773,-990,720,480,390,225,2,180.5357208251953,-28.75,2.6748287677764893,-2.3934402465820312,0.0,0.0,177.86089205741882,-26.35655975341797,POINT (-122.28572845458984 47.551185607910156)
52248,209321,CurbRamp,3.0,1,False,Na4A-Ob_QpbYlkQuMZ33OA,1,0,0,16384.0,8192.0,11851,-418,720,480,310,130,2,324.125,-20.20535659790039,179.2127685546875,-0.49398040771484303,0.0,0.0,144.9122314453125,-19.711376190185547,POINT (-122.33524322509766 47.69786834716797)
52267,209407,NoSidewalk,2.0,1,False,oDY3zNNq6WRPUw5LFSYPsw,1,0,0,16384.0,8192.0,4103,-367,720,480,522,214,1,86.75,-15.6875,88.57958984375,-0.142898559570312,0.0,0.0,-1.82958984375,-15.544601440429688,POINT (-122.33223724365234 47.70680236816406)
52517,210655,Crosswalk,2.0,1,True,jPS0yRKUTyHSY3se5kWq1Q,8,0,0,16384.0,8192.0,979,-397,720,480,537,156,1,0.375,-25.375,18.429935455322266,-2.592987060546875,0.0,0.0,-18.054935455322266,-22.782012939453125,POINT (-122.32042694091797 47.70858383178711)
52517,210661,Crosswalk,2.0,1,True,u7SkPueaqHZEKT4IzK8AYA,7,1,2,16384.0,8192.0,9187,-218,720,480,256,279,1,264.1875,0.0,321.990234375,-3.018875122070312,0.0,0.0,-57.802734375,3.018875122070312,POINT (-122.32070922851562 47.70863723754883)
52615,211363,Crosswalk,2.0,1,True,MT-RvQF2uOzLvJMQOWLqEQ,6,0,0,16384.0,8192.0,5332,-290,720,480,378,160,3,143.16517639160156,-11.377232551574707,269.7451171875,0.587165832519531,0.0,0.0,-126.57994079589844,-11.964398384094238,POINT (-122.285400390625 47.55854797363281)
52855,212140,Crosswalk,,1,False,XwPUuoeDTj_kXctm3izxYg,2,0,0,16384.0,8192.0,9815,-959,720,480,354,246,1,266.5625,-25.4375,358.0780334472656,-2.062576293945312,0.0,0.0,-91.51553344726562,-23.374923706054688,POINT (-122.32322692871094 47.70619583129883)
54483,216713,Obstacle,2.0,1,True,5DMMb-bJS-oaepjyYEeBnw,1,0,0,16384.0,8192.0,12470,-819,720,480,242,172,1,356.6875,-34.0625,270.04229736328125,-0.30030059814453103,0.0,0.0,86.64520263671875,-33.76219940185547,POINT (-122.35859680175781 47.6925163269043)
54483,216715,SurfaceProblem,3.0,1,True,m6V_VDht3A_45c68cei16g,1,0,0,16384.0,8192.0,11627,-612,720,480,230,147,1,334.9375,-32.9375,269.35595703125,0.336013793945312,0.0,0.0,65.58154296875,-33.27351379394531,POINT (-122.35906219482422 47.69252014160156)
54483,216716,SurfaceProblem,3.0,1,True,ne3gdNSEsbKfzBSlPL0uhw,1,0,0,16384.0,8192.0,11772,-456,720,480,424,133,1,308.3125,-29.375,89.98562622070312,0.63812255859375,0.0,0.0,218.32687377929688,-30.01312255859375,POINT (-122.35922241210938 47.692508697509766)
54483,216720,CurbRamp,1.0,1,True,-bvHZ-GO4DiyTpYkNg0Qtg,1,0,0,16384.0,8192.0,7160,-1063,720,480,333,201,1,198.25,-35.0,90.19346618652344,0.7242355346679681,0.0,0.0,108.05653381347656,-35.72423553466797,POINT (-122.35939025878906 47.6923942565918)
18931,85904,CurbRamp,1.0,1,False,fFvXyiwAbT3izDfwv86-7A,1,0,0,13312.0,6656.0,6248,-292,720,480,220,315,3,174.46652221679688,-5.40625,1.359530806541442,0.5576171875,0.0,0.0,173.10699141025543,-5.9638671875,POINT (-122.31202697753906 47.57786560058594)
58721,220362,CurbRamp,1.0,1,True,S3K9K76YR5aObni5CuNNqg,1,0,0,16384.0,8192.0,10855,-233,720,480,311,248,3,295.7665100097656,-6.255357265472412,332.934814453125,0.20203399658203103,0.0,0.0,-37.168304443359375,-6.457391262054443,POINT (-122.27001953125 47.554786682128906)
18720,85280,NoCurbRamp,5.0,1,False,Rpruq55M6diFWDZTvpatog,1,0,0,16384.0,8192.0,3032,-583,720,480,406,271,1,74.75,-11.625,273.90081787109375,0.7044830322265621,0.0,0.0,-199.15081787109375,-12.329483032226562,POINT (-122.35530853271484 47.664363861083984)
18901,85798,SurfaceProblem,2.0,1,False,OThZm6jMBBQvdvl9r5iDww,2,0,0,16384.0,8192.0,4928,-472,720,480,308,225,2,137.22097778320312,-14.375,87.47262573242188,1.481407165527343,0.0,0.0,49.74835205078125,-15.856407165527344,POINT (-122.30577850341797 47.57501983642578)
20608,89655,NoCurbRamp,5.0,1,False,vUgdl18PT_Dd1cv1CaP5Iw,2,0,0,16384.0,8192.0,8959,-266,720,480,242,231,1,260.34375,-9.3125,90.96519470214844,1.663688659667968,0.0,0.0,169.37855529785156,-10.976188659667969,POINT (-122.28295135498047 47.63996505737305)
19855,87640,CurbRamp,1.0,1,False,F5tgBuEYxFoLOBdEKTZ0rg,1,0,0,16384.0,8192.0,7540,-122,720,480,422,146,3,201.5825958251953,-7.078125,358.8109130859375,1.214668273925781,0.0,0.0,-157.2283172607422,-8.292793273925781,POINT (-122.3553695678711 47.684818267822266)
21342,91959,NoCurbRamp,5.0,1,True,jG8qqjVot63Qj9SSlGzbmg,2,0,0,16384.0,8192.0,9971,-645,720,480,562,163,1,239.75,-32.5625,319.4966125488281,0.70465087890625,0.0,0.0,-79.74661254882812,-33.26715087890625,POINT (-122.38455200195312 47.54490661621094)
22020,93503,Obstacle,5.0,1,True,Swh4_beSxt_ag1hHvdOvkw,2,0,0,16384.0,8192.0,4493,-280,720,480,309,174,1,129.5625,-18.6875,176.01522827148438,-1.048309326171875,1.0,0.0,-46.452728271484375,-17.639190673828125,POINT (-122.30803680419922 47.585296630859375)
22021,93506,NoCurbRamp,5.0,1,True,vKAMJ8-2g296dnzBpnGKyw,2,0,0,16384.0,8192.0,3599,-659,720,480,403,136,1,90.9375,-34.4375,178.40167236328125,-0.46810150146484303,1.0,0.0,-87.46417236328125,-33.969398498535156,POINT (-122.30809020996094 47.58449935913086)
22021,93507,NoCurbRamp,5.0,,True,vKAMJ8-2g296dnzBpnGKyw,1,1,0,16384.0,8192.0,4731,-752,720,480,614,183,1,90.9375,-34.4375,178.40167236328125,-0.46810150146484303,0.0,0.0,-87.46417236328125,-33.969398498535156,POINT (-122.30812072753906 47.584476470947266)
22021,93508,NoCurbRamp,5.0,1,True,vKAMJ8-2g296dnzBpnGKyw,2,0,0,16384.0,8192.0,8108,-722,720,480,258,145,1,235.3125,-35.0,178.40167236328125,-0.46810150146484303,0.0,0.0,56.91082763671875,-34.531898498535156,POINT (-122.30824279785156 47.58446502685547)
22265,93931,Obstacle,3.0,1,True,SEDoUuHZK18uXkMYwKYoJg,3,0,0,16384.0,8192.0,1469,-243,720,480,341,153,3,40.859375,-10.609375,179.9021759033203,3.343719482421875,0.0,0.0,-139.0428009033203,-13.953094482421875,POINT (-122.30265045166016 47.60942840576172)
20591,89594,NoCurbRamp,5.0,1,False,7YVQEl9xbRi7lNwiSET04A,1,0,0,16384.0,8192.0,2586,-554,720,480,122,373,3,79.484375,-10.314732551574707,87.06626892089844,6.315544128417969,0.0,0.0,-7.5818939208984375,-16.630276679992676,POINT (-122.28291320800781 47.632205963134766)
47239,190572,Obstacle,2.0,1,True,1ZPim4k2srqZDWO-FPz60g,3,0,0,16384.0,8192.0,510,-571,720,480,368,224,1,12.5625,-18.875,358.6715393066406,6.188873291015625,0.0,0.0,-346.1090393066406,-25.063873291015625,POINT (-122.30679321289062 47.69770812988281)
47312,190863,CurbRamp,2.0,1,True,ftOcpBTmPuXsMeeiJRgv-A,1,0,0,16384.0,8192.0,5095,-642,720,480,448,271,1,123.43250274658203,-13.4375,269.3878479003906,-4.436065673828125,0.0,0.0,-145.9553451538086,-9.001434326171875,POINT (-122.28890991210938 47.56275939941406)
47308,190795,NoCurbRamp,5.0,1,True,ftOcpBTmPuXsMeeiJRgv-A,1,0,0,16384.0,8192.0,1963,-701,720,480,481,234,1,33.70758819580078,-21.366071701049805,269.3878479003906,-4.436065673828125,1.0,0.0,-235.68025970458984,-16.93000602722168,POINT (-122.28890228271484 47.56287384033203)
47291,190803,CurbRamp,1.0,1,True,kEJUpvvY3DR_ZJKV6Jrd9A,2,0,0,16384.0,8192.0,9814,-1098,720,480,490,226,1,242.519287109375,-34.625,181.9102325439453,1.982948303222656,0.0,0.0,60.60905456542969,-36.607948303222656,POINT (-122.28343963623047 47.54598617553711)
47338,191090,Obstacle,5.0,1,True,FNEAWg31wa3EqqR74Bdj4g,2,1,0,16384.0,8192.0,2751,-180,720,480,256,186,3,78.890625,-7.828125,269.3689270019531,0.9050598144531251,1.0,0.0,-190.47830200195312,-8.733184814453125,POINT (-122.34437561035156 47.694252014160156)
