label_id,correct
2408,1
2409,0
2410,0
2430,0
2431,1
2446,0
2447,1
2451,0
2452,1
2453,1
2460,1
2461,0
2463,1
2467,1
2484,1
2486,0
2487,1
2488,1
2489,1
2491,0
2492,1
2495,1
2506,1
2507,1
2508,1
2510,1
2512,1
2513,1
2515,1
2526,1
2528,1
2534,1
2540,1
2541,1
2543,1
2544,0
2546,1
2547,1
2548,1
2550,1
2552,1
2554,1
2561,1
2563,1
2566,1
2570,1
2571,1
2588,1
2590,0
2591,0
2593,1
2595,0
2598,0
2599,0
2604,0
2606,1
2610,1
2612,1
2614,1
2616,1
2621,1
2623,0
2624,1
2625,1
2626,1
2627,1
2628,1
2644,1
2649,0
2650,1
2655,0
2657,0
2659,0
2660,0
2661,0
2662,0
2663,0
2664,0
2665,0
2666,0
2667,0
2669,0
2670,0
2671,0
2672,1
2675,1
2678,0
2679,0
2680,0
2681,0
2682,0
2683,1
2687,1
2689,1
2690,0
2691,0
2692,0
2693,0
2694,0
2695,0
2696,0
2724,1
2733,1
2737,1
2740,0
2743,1
2744,0
2749,1
2755,1
2756,0
2760,0
2763,1
2767,1
2769,0
2770,0
2772,0
2774,1
2777,1
2781,0
2790,1
2792,1
2794,1
2796,1
2797,1
2799,1
2800,0
2803,1
2804,0
2806,1
2807,0
2809,1
2811,1
2813,0
2814,0
2815,0
2817,1
2818,0
2819,0
2821,0
2823,0
2824,0
2826,0
2828,0
2829,0
2830,0
2833,0
2834,0
2838,0
2845,1
2846,1
2847,1
2849,1
2850,1
2852,1
2855,1
2856,1
2860,1
2861,1
2862,0
2863,0
2865,0
2867,1
2869,1
2872,1
2874,1
2878,1
2880,1
2881,1
2882,1
2884,1
2887,1
2888,1
2895,1
2896,1
2897,1
2899,1
2900,1
2902,1
2906,1
2917,1
2918,1
2919,1
2922,1
2925,1
2929,1
2932,1
2944,1
2947,1
2952,1
2955,1
2958,1
2962,1
2970,1
2981,0
2983,1
2985,1
2987,1
2989,1
2991,1
2992,1
3000,0
3003,1
3008,0
3009,1
3015,0
3016,0
3017,0
3018,0
3020,1
3023,1
3027,1
3028,1
3036,1
3039,1
3041,1
3042,0
3043,0
3047,1
3049,0
3054,0
3057,1
3061,1
3065,1
3068,1
3074,0
3079,1
3083,1
3084,1
3085,1
3086,1
3089,1
3090,0
3092,1
3096,1
3100,1
3101,1
3104,1
3105,0
3106,0
3108,1
3109,0
3110,1
3113,1
3115,0
3116,1
3117,1
3118,0
3123,0
3126,1
3127,0
3129,0
3131,0
3133,1
3134,0
3136,0
3138,0
3139,1
3141,0
3143,1
3144,0
3145,1
3146,1
3147,1
3148,0
3149,1
3150,0
3151,0
3152,1
3153,0
3154,1
3156,0
3157,0
3159,1
3161,1
3162,0
3164,1
3168,1
3172,1
3174,1
3175,1
3179,0
3181,0
3183,1
3186,1
3193,1
3194,1
3196,1
3197,0
3198,0
3199,1
3200,1
3204,0
3205,1
3207,0
3208,0
3210,0
3212,1
3217,1
3221,0
3224,0
3235,1
3240,0
3245,1
3246,0
3247,0
3248,0
3249,0
3251,1
3259,1
3260,0
3261,0
3262,0
3266,0
3267,0
3271,1
3279,1
3280,0
3323,1
3324,0
3325,1
3326,1
3327,1
3328,1
3331,1
3333,1
3334,1
3336,1
3337,1
3338,1
3339,1
3340,1
3344,1
3346,1
3350,1
3351,0
3352,1
3353,0
3354,1
3355,1
3392,1
3396,0
3399,0
3401,0
3406,0
3407,1
3408,0
3409,0
3412,1
3414,1
3415,0
3418,1
3419,1
3420,1
3421,1
3423,0
3425,1
3428,1
3431,1
3432,0
3433,1
3434,1
3440,1
3446,1
3454,1
3461,0
3462,1
3463,1
3467,1
3468,1
3471,0
3475,0
3477,1
3478,1
3479,1
3482,1
3485,1
3486,1
3490,0
3492,0
3493,1
3494,0
3495,0
3497,1
3505,1
3507,1
3509,1
3511,1
3512,0
3514,1
3515,1
3518,1
3519,0
3521,0
3524,0
3525,0
3526,0
3527,0
3528,1
3529,0
3530,0
3536,0
3537,1
3538,0
3540,0
3541,0
3542,0
3543,0
3546,0
3547,1
3590,0
3594,0
3596,0
3597,1
3598,1
3599,1
3616,1
3624,0
3625,1
3626,0
3627,1
3628,0
3631,1
3633,1
3635,1
3636,1
3637,1
3638,1
3640,1
3642,0
3643,0
3646,1
3654,0
3655,0
3656,0
3657,0
3660,1
3661,1
3662,0
3663,0
3700,0
3709,1
3717,1
3718,1
3719,1
3720,1
3725,1
3726,1
3730,1
3731,1
3732,1
3733,0
3738,0
3739,1
3740,1
3741,1
3742,1
3749,1
3753,1
3756,1
3757,1
3759,1
3760,1
3761,1
3763,0
3775,1
3785,1
3787,1
3788,1
3789,0
3790,1
3796,1
3798,1
3800,1
3801,1
3811,1
3813,1
3815,1
3817,1
3818,1
3819,1
3820,1
3822,1
3848,0
3850,1
3851,1
3852,1
3853,1
3854,1
3855,1
3860,0
3861,0
3863,0
3864,1
3865,1
3866,1
3867,0
3868,0
3870,0
3871,0
3872,0
3874,1
3875,0
3876,0
3882,0
3883,0
3885,0
3886,0
3887,1
3891,1
3892,1
3893,1
3894,0
3895,0
3896,0
3899,0
3900,0
3901,0
3902,0
3903,0
3904,0
3908,0
3911,1
3912,1
3914,1
3916,1
3918,1
3919,1
3922,0
3924,0
3925,0
3926,0
3927,0
3928,0
3929,0
3930,0
3931,1
3939,1
3941,1
3943,0
3947,1
3949,0
3953,1
3954,0
3955,0
3956,0
3957,1
3961,0
3964,0
3965,1
3967,0
3970,1
3972,1
3973,0
3974,0
3976,1
3981,0
3984,1
3985,1
3987,1
3988,1
3998,1
4009,1
4010,0
4012,1
4014,1
4016,1
4017,0
4025,1
4026,1
4027,1
4028,1
4029,1
4031,1
4032,1
4038,1
4039,1
4040,1
4046,1
4048,1
4050,1
4052,1
4063,1
4065,1
4069,1
4070,1
4071,1
4072,1
4073,0
4074,0
4076,0
4077,1
4078,1
4080,1
4083,1
4087,1
4088,1
4092,0
4093,1
4094,1
4095,1
4096,0
4097,1
4100,1
4102,1
4104,1
4107,1
4109,1
4111,0
4112,1
4113,0
4116,0
4117,0
4118,1
4122,0
4123,1
4124,1
4125,1
4126,1
4127,0
4128,0
4129,1
4130,1
4131,1
4132,1
4138,1
4144,1
4145,1
4147,1
4151,1
4152,1
4156,0
4160,1
4163,0
4166,0
4169,1
4170,1
4172,1
4173,1
4179,0
4180,0
4183,0
4191,1
4194,1
4199,1
4202,0
4204,1
4205,0
4206,0
4207,0
4208,1
4210,1
4218,0
4219,1
4222,1
4223,1
4225,0
4227,0
4228,0
4230,0
4232,1
4239,1
4241,1
4246,1
4250,1
4253,1
4255,1
4257,1
4258,0
4259,1
4263,0
4264,0
4265,1
4266,1
4267,1
4271,1
4283,1
4286,1
4290,0
4292,1
4304,0
4305,0
4306,0
4307,0
4308,0
4309,0
4311,0
4312,0
4314,0
4319,0
4321,1
4324,0
4325,0
4326,0
4327,0
4328,0
4330,0
4331,0
4332,0
4337,0
4342,1
4346,0
4347,1
4359,1
4362,1
4363,1
4374,1
4378,1
4382,1
4383,1
4386,1
4387,1
4389,1
4390,1
4392,1
4393,1
4395,1
4398,1
4399,1
4401,1
4404,1
4405,0
4407,0
4408,1
4411,1
4414,1
4417,1
4420,1
4423,1
4424,0
4425,1
4426,1
4427,1
4430,1
4434,1
4440,0
4446,0
4447,0
4448,0
4449,0
4451,0
4453,0
4454,0
4456,1
4459,0
4460,0
4461,0
4462,1
4463,0
4464,1
4465,0
4467,0
4468,1
4469,1
4470,1
4471,1
4472,0
4473,1
4478,1
4479,0
4483,0
4484,1
4486,1
4502,1
4504,1
4506,1
4507,0
4510,1
4511,0
4512,0
4523,1
4525,0
4528,0
4538,0
4548,0
4550,1
4562,0
4563,0
4565,1
4567,1
4568,0
4571,0
4572,0
4575,1
4581,1
4583,0
4584,1
4588,1
4596,1
4597,0
4601,1
4604,1
4606,0
4607,0
4610,1
4614,0
4624,1
4641,1
4644,1
4646,1
4663,1
4665,1
4666,1
4669,1
4670,1
4671,1
4674,1
4679,1
4681,1
4684,1
4685,1
4687,1
4688,1
4689,1
4690,0
4696,1
4702,1
4706,1
4707,1
4710,0
4712,1
4716,1
4717,1
4721,0
4730,1
4739,0
4740,0
4742,1
4743,0
4745,0
4747,1
4748,1
4753,1
4755,1
4759,1
4763,0
4765,1
4766,1
4769,1
4770,0
4771,1
4773,0
4774,0
4778,0
4781,0
4783,1
4784,1
4787,1
4790,1
4791,0
4795,1
4796,1
4798,1
4800,1
4803,0
4805,1
4808,0
4809,1
4811,1
4814,0
4820,1
4824,0
4825,1
4826,1
4831,0
4834,0
4835,1
4836,0
4837,1
4839,1
4840,0
4841,0
4843,1
4844,1
4845,1
4846,1
4850,1
4851,0
4852,1
4855,1
4857,1
4866,0
4868,0
4871,0
4872,1
4874,0
4877,0
4878,1
4880,0
4884,1
4885,1
4886,0
4887,0
4890,1
4892,0
4894,0
4899,1
4900,0
4905,0
4907,0
4910,0
4911,1
4916,0
4917,1
4918,1
4920,0
4921,0
4923,0
4924,0
4925,0
4927,0
4928,0
4931,1
4932,0
4935,1
4936,1
4939,1
4940,1
4942,1
4943,1
4944,0
4947,0
4948,1
4951,1
4953,1
4955,1
4956,1
4961,1
4963,0
4970,0
4978,1
4984,1
4992,0
4998,1
5002,1
5004,1
5015,1
5021,0
5026,0
5029,0
5033,0
5045,0
5048,1
5051,1
5054,0
5057,1
5059,0
5067,0
5068,0
5069,0
5071,0
5074,0
5078,0
5096,1
5109,0
5110,0
5111,0
5116,0
5118,0
5131,1
5134,0
5136,0
5137,0
5141,0
5142,0
5143,0
5145,0
5146,1
5155,1
5158,0
5161,0
5163,0
5164,1
5169,0
5170,0
5171,1
5172,0
5174,0
5179,1
5183,0
5184,1
5185,0
5187,0
5189,0
5199,0
5200,0
5203,0
5204,0
5206,0
5208,0
5211,0
5213,0
5219,0
5221,0
5222,1
5224,0
5226,0
5230,0
5232,0
5233,0
5234,1
5236,0
5238,0
5244,0
5245,0
5246,0
5248,1
5251,1
5252,0
5258,1
5259,1
5260,1
5261,1
5266,1
5267,1
5282,1
5283,1
5287,1
5288,0
5290,1
5293,1
5304,1
5307,1
5318,1
5319,0
5322,1
5324,1
5326,0
5331,0
5333,1
5335,1
5337,1
5338,0
5339,1
5340,1
5342,0
5347,1
5348,0
5349,0
5353,0
5359,1
5362,0
5363,0
5364,1
5365,1
5368,1
5369,1
5372,0
5376,1
5377,1
5379,1
5380,1
5382,1
5383,1
5384,1
5386,1
5388,0
5390,0
5391,1
5395,0
5399,0
5400,0
5420,1
5429,1
5441,1
5445,0
5446,0
5447,0
5448,1
5450,0
5452,0
5462,0
5463,0
5464,1
5466,1
5467,0
5468,0
5469,0
5470,0
5471,0
5473,0
5491,1
5493,1
5494,1
5498,1
5507,1
5513,0
5518,1
5522,1
5525,1
5530,0
5542,0
5545,1
5551,0
5553,1
5562,1
5565,0
5567,1
5568,1
5569,0
5572,1
5586,1
5588,1
5592,0
5596,1
5598,1
5599,1
5600,1
5601,1
5604,1
5605,1
5608,1
5609,1
5610,1
5612,1
5613,1
5614,1
5617,1
5618,1
5619,1
5620,1
5621,1
5623,1
5625,1
5626,0
5629,0
5630,0
5631,0
5637,1
5651,1
5676,1
5696,0
5697,0
5698,0
5703,1
5708,1
5709,1
5711,1
5712,1
5713,0
5714,0
5715,1
5723,1
5725,1
5726,1
5727,1
5728,1
5729,1
5732,1
5734,1
5738,1
5740,0
5742,0
5745,1
5748,0
5749,1
5752,1
5753,1
5754,1
5757,0
5760,1
5762,0
5764,1
5766,1
5767,1
5774,0
5776,1
5777,1
5785,1
5792,1
5798,1
5800,1
5803,0
5804,0
5868,1
5871,1
5872,1
5883,0
5884,0
5896,1
5904,1
5907,1
5911,1
5927,1
5928,1
5932,0
5934,0
5955,1
5956,0
5957,0
5981,1
5983,1
5984,1
5986,1
5987,1
5988,1
5989,1
5992,1
5993,1
5994,1
5995,1
5996,1
5998,1
6000,1
6001,1
6006,1
6017,1
6018,1
6020,1
6023,1
6025,1
6027,1
6029,1
6030,1
6033,1
6034,1
6036,1
6043,1
6044,1
6045,1
6047,1
6051,1
6054,1
6055,1
6059,1
6063,1
6066,1
6082,1
6092,1
6093,1
6094,1
6107,1
6111,1
6114,1
6122,1
6127,1
6129,1
6133,1
6136,1
6143,1
6145,1
6146,1
6147,1
6150,1
6152,1
6153,1
6163,1
6164,1
6166,1
6170,1
6176,1
6178,1
6184,1
6185,1
6190,1
6198,1
6199,1
6202,1
6203,0
6204,1
6205,0
6206,1
6208,1
6213,0
6215,1
6224,1
6236,1
6238,1
6240,1
6241,1
6242,0
6243,1
6244,0
6245,0
6246,1
6247,1
6250,1
6262,0
6263,0
6264,0
6279,1
6282,1
6284,1
6285,0
6287,1
6289,1
6290,1
6291,1
6293,1
6295,1
6296,1
6297,1
6300,1
6301,1
6303,1
6308,1
6309,1
6311,1
6313,0
6315,1
6317,1
6321,1
6322,1
6323,1
6326,1
6327,1
6328,1
6347,0
6348,0
6351,0
6352,1
6353,0
6355,0
6356,1
6363,0
6364,0
6377,0
6378,0
6385,0
6386,0
6387,0
6388,0
6390,0
6393,1
6395,0
6397,1
6398,0
6399,1
6403,1
6414,0
6415,0
6427,0
6430,0
6431,0
6435,0
6439,0
6440,1
6443,1
6446,1
6448,1
6449,1
6450,0
6451,0
6452,1
6453,0
6454,0
6456,0
6457,1
6458,1
6460,1
6461,1
6462,0
6463,0
6464,0
6466,0
6467,1
6469,1
6471,1
6472,0
6473,0
6474,0
6476,0
6480,0
6481,0
6483,0
6484,0
6486,0
6487,0
6488,0
6504,1
6505,1
6510,1
6517,1
6527,0
6532,1
6533,0
6537,1
6545,1
6548,1
6550,1
6553,1
6556,1
6559,1
6560,1
6561,1
6563,1
6571,0
6573,0
6588,0
6592,0
6594,0
6595,1
6598,0
6601,0
6602,1
6603,0
6604,1
6611,1
6612,1
6627,0
6629,1
6631,0
6657,0
6658,0
6661,1
6683,1
6686,1
6687,1
6688,0
6722,1
6733,1
6735,0
6736,1
6738,1
6742,1
6743,1
6745,1
6748,1
6750,1
6751,1
6755,1
6756,1
6758,1
6761,1
6762,1
6766,0
6795,1
6797,1
6800,0
6801,1
6803,0
6808,1
6811,1
6822,1
6825,1
6834,1
6836,1
6837,1
6839,1
6842,1
6843,1
6845,1
6847,1
6849,1
6851,1
6855,1
6856,1
6875,1
6878,1
6880,1
6881,1
6886,1
6889,1
6893,1
6894,1
6896,0
6898,1
6900,1
6906,1
6907,1
6909,1
6913,1
6919,0
6926,1
6929,1
6930,1
6956,1
6959,0
6961,0
6972,0
6984,0
6986,0
6990,0
6992,0
6998,0
7000,0
7006,1
7011,1
7017,0
7018,1
7027,1
7033,0
7036,0
7044,0
7055,1
7060,1
7086,0
7087,0
7088,0
7091,0
7093,0
7095,0
7097,0
7098,0
7102,1
7111,1
7116,1
7119,0
7141,1
7143,1
7155,1
7160,1
7161,0
7168,1
7172,1
7173,0
7183,0
7188,1
7199,0
7204,1
7207,0
7208,1
7209,1
7210,0
7215,0
7218,1
7220,1
7224,1
7227,1
7236,0
7238,1
7242,1
7243,0
7246,0
7252,1
7253,1
7254,0
7264,1
7267,1
7277,0
7278,1
7281,0
7285,0
7315,1
7317,1
7319,1
7320,1
7325,1
7328,1
7332,1
7338,1
7363,1
7368,1
7371,1
7373,1
7374,1
7377,1
7382,1
7387,1
7392,1
7407,0
7414,0
7422,0
7423,0
7424,1
7425,0
7427,0
7429,1
7432,1
7434,1
7435,1
7436,1
7437,1
7439,0
7440,0
7441,1
7443,1
7449,0
7454,1
7455,1
7456,0
7461,1
7462,1
7465,1
7467,0
7469,0
7470,1
7471,1
7473,1
7482,1
7489,1
7493,1
7494,1
7497,1
7498,0
7505,1
7511,1
7524,1
7525,1
7528,1
7530,1
7531,1
7534,0
7548,0
7549,0
7561,1
7587,0
7588,0
7590,0
7593,0
7594,0
7595,0
7596,0
7597,0
7603,0
7606,0
7640,0
7643,0
7651,0
7652,0
7653,0
7659,0
7660,0
7662,1
7664,0
7668,0
7669,0
7670,0
7690,0
7691,0
7699,1
7711,0
7726,0
7727,1
7744,1
7746,1
7751,1
7752,1
7757,1
7780,0
7793,1
7795,1
7796,1
7799,1
7811,1
7813,0
7816,0
7818,1
7819,1
7842,1
7848,1
7878,1
7915,0
7917,1
7928,0
7929,0
7933,0
7934,0
7943,1
7946,0
7953,1
7954,0
7960,1
7968,0
7972,0
7973,0
7975,0
7976,1
7984,1
7989,0
7992,0
7997,0
7998,0
8000,1
8001,0
8007,0
8008,0
8009,0
8010,0
8011,0
8012,0
8013,0
8014,0
8018,0
8019,0
8020,0
8022,0
8026,0
8028,1
8029,0
8030,0
8031,0
8053,0
8054,0
8060,1
8072,0
8082,1
8085,1
8096,0
8097,0
8123,1
8133,0
8141,0
8143,1
8157,0
8175,1
8177,0
8178,0
8179,0
8180,0
8182,1
8183,1
8184,1
8185,0
8191,1
8193,1
8197,0
8207,1
8242,1
8244,1
8258,0
8259,1
8260,1
8270,0
8272,1
8275,1
8277,1
8281,1
8283,1
8287,1
8288,1
8291,0
8294,0
8312,1
8314,1
8326,0
8328,0
8330,0
8338,1
8339,1
8354,1
8378,0
8382,1
8383,0
8389,1
8395,1
8399,1
8402,1
8406,1
8408,1
8411,1
8412,1
8413,1
8414,1
8423,1
8425,1
8428,1
8431,1
8433,1
8435,1
8437,1
8438,1
8440,1
8444,0
8446,1
8452,0
8454,1
8460,1
8466,1
8470,1
8472,1
8473,1
8478,0
8482,1
8492,1
8496,1
8517,1
8520,1
8531,0
8550,1
8551,1
8554,1
8558,1
8570,1
8578,1
8581,1
8583,1
8599,1
8600,1
8605,1
8606,1
8608,1
8609,1
8613,1
8618,1
8626,0
8627,1
8630,1
8635,1
8640,0
8642,0
8646,0
8648,1
8649,0
8650,0
8651,0
8653,1
8654,0
8660,1
8662,1
8674,0
8675,0
8678,0
8681,0
8683,0
8685,0
8687,0
8688,1
8689,1
8690,0
8692,0
8694,0
8701,1
8714,1
8723,1
8725,1
8729,1
8784,1
8785,1
8786,1
8787,1
8793,1
8808,0
8826,1
8843,1
8851,0
8874,0
8882,1
8884,0
8892,0
8893,0
8901,0
8903,0
8907,0
8909,1
8911,0
8914,0
8915,1
8917,0
8919,0
8920,1
8924,0
8930,0
8932,0
8939,1
8946,1
8947,1
8950,1
8953,1
8955,0
8959,1
8961,0
8968,1
8971,0
8974,0
8976,0
8982,0
8988,0
8989,0
8994,0
8998,0
9000,0
9002,1
9006,0
9008,1
9009,0
9041,0
9059,0
9069,0
9074,0
9078,0
9081,1
9110,0
9122,1
9139,0
9151,0
9161,0
9176,0
9178,0
9182,0
9187,0
9188,1
9192,0
9194,0
9195,0
9204,1
9209,0
9231,1
9240,0
9241,0
9247,0
9249,0
9252,1
9254,0
9259,0
9273,1
9275,0
9277,0
9290,1
9292,0
9297,0
9305,1
9308,0
9310,1
9315,0
9316,1
9327,1
9329,1
9335,1
9337,0
9347,1
9348,1
9351,0
9359,1
9362,0
9366,1
9375,1
9383,0
9390,0
9392,1
9409,0
9436,0
9440,0
9448,1
9489,0
9495,0
9498,0
9503,1
9510,0
9513,1
9514,0
9530,0
9533,0
9535,0
9536,0
9548,0
9554,0
9557,1
9563,1
9564,0
9573,0
9585,0
9586,1
9589,0
9593,0
9594,0
9595,0
9602,0
9619,0
9630,0
9642,0
9648,0
9660,0
9686,0
9699,0
9707,1
9708,0
9713,0
9729,0
9746,0
9752,1
9758,0
9759,0
9782,1
9811,1
9815,1
9823,1
9835,0
9836,1
9838,0
9839,0
9840,0
9930,1
9966,0
9973,0
10000,1
10006,1
10010,0
10011,0
10012,0
10018,0
10046,0
10047,1
10050,1
10055,1
10059,1
10061,0
10062,0
10065,1
10066,1
10068,1
10074,1
10077,1
10078,1
10081,1
10084,0
10086,1
10087,1
10101,1
10105,1
10107,1
10108,1
10110,1
10113,1
10115,1
10116,1
10130,1
10134,0
10135,0
10137,0
10138,0
10140,1
10142,0
10144,0
10149,0
10151,0
10163,1
10181,1
10189,1
10193,1
10206,1
10212,1
10220,1
10221,0
10223,1
10229,1
10235,1
10239,1
10241,0
10242,0
10243,1
10250,1
10252,0
10257,1
10262,1
10269,1
10272,1
10277,1
10281,1
10286,1
10292,1
10315,0
10316,1
10328,1
10329,1
10330,1
10339,1
10344,1
10345,1
10354,1
10357,1
10361,1
10364,1
10368,1
10372,1
10387,1
10388,0
10389,0
10390,0
10391,0
10408,0
10412,0
10413,0
10429,0
10452,1
10470,1
10471,1
10475,1
10477,0
10478,0
10479,0
10480,0
10487,1
10497,0
10503,0
10506,1
10511,1
10516,1
10519,1
10538,1
10551,0
10559,0
10560,0
10593,0
10600,1
10604,1
10625,0
10684,1
10699,0
10721,1
10729,1
10731,1
10736,1
10742,1
10772,0
10784,0
10814,1
10817,1
10825,1
10855,1
10866,1
10892,1
10923,1
10930,0
10934,0
10941,0
10944,1
10951,1
10955,0
10956,0
10958,0
10959,0
10967,0
10969,1
10974,0
10975,0
10991,0
11007,0
11009,0
11012,1
11013,1
11015,1
11020,0
11023,1
11025,1
11026,0
11028,0
11038,0
11041,1
11042,0
11064,0
11067,0
11069,1
11072,0
11084,0
11088,0
11090,1
11101,1
11105,0
11106,0
11110,1
11115,0
11118,0
11119,0
11126,0
11129,0
11133,0
11135,0
11154,0
11161,0
11166,1
11175,0
11179,0
11199,0
11211,0
11221,0
11223,1
11234,0
11242,0
11244,1
11247,0
11251,0
11257,0
11268,1
11270,0
11276,0
11280,0
11286,0
11299,0
11301,1
11307,1
11324,1
11331,0
11332,0
11333,1
11335,0
11336,1
11340,1
11343,1
