city,label_id,mikey_validated,jon_validated
seattle,271,f,t
seattle,274,f,t
seattle,280,f,t
seattle,281,f,t
seattle,282,f,t
seattle,283,f,t
seattle,285,f,t
seattle,286,f,t
seattle,289,f,t
seattle,291,f,t
seattle,292,f,t
seattle,293,f,t
seattle,294,f,t
seattle,298,f,t
seattle,299,f,t
seattle,301,f,t
seattle,303,f,t
seattle,308,f,t
seattle,309,f,t
seattle,329,t,f
seattle,344,f,t
seattle,348,f,t
seattle,352,t,f
seattle,355,f,t
seattle,358,f,t
seattle,359,t,t
seattle,360,f,t
seattle,363,f,t
seattle,367,f,t
seattle,368,f,t
seattle,370,f,t
seattle,372,f,t
seattle,373,f,t
seattle,374,t,f
seattle,375,f,t
seattle,378,f,t
seattle,381,f,t
seattle,382,f,t
seattle,388,f,t
seattle,390,f,t
seattle,391,f,t
seattle,392,f,t
seattle,395,t,t
seattle,396,f,t
seattle,399,f,t
seattle,401,f,t
seattle,404,f,t
seattle,406,f,t
seattle,407,f,t
seattle,418,t,f
seattle,428,t,f
seattle,439,t,f
seattle,446,t,f
seattle,475,t,f
seattle,476,t,f
seattle,481,t,f
seattle,485,f,t
seattle,486,f,t
seattle,487,f,t
seattle,490,f,t
seattle,492,f,t
seattle,494,f,t
seattle,495,f,t
seattle,496,f,t
seattle,499,f,t
seattle,501,f,t
seattle,506,f,t
seattle,513,f,t
seattle,521,f,t
seattle,522,f,t
seattle,523,f,t
seattle,524,f,t
seattle,525,t,f
seattle,526,f,t
seattle,529,f,t
seattle,531,f,t
seattle,534,f,t
seattle,536,f,t
seattle,539,f,t
seattle,540,f,t
seattle,542,f,t
seattle,545,f,t
seattle,546,f,t
seattle,547,f,t
seattle,549,f,t
seattle,551,f,t
seattle,552,f,t
seattle,553,f,t
seattle,554,f,t
seattle,555,f,t
seattle,556,f,t
seattle,561,f,t
seattle,562,f,t
seattle,565,f,t
seattle,567,f,t
seattle,573,f,t
seattle,574,f,t
seattle,576,f,t
seattle,577,f,t
seattle,580,f,t
seattle,629,f,t
seattle,631,f,t
seattle,633,f,t
seattle,634,f,t
seattle,639,f,t
seattle,640,f,t
seattle,641,f,t
seattle,644,f,t
seattle,645,f,t
seattle,646,f,t
seattle,647,f,t
seattle,648,f,t
seattle,649,f,t
seattle,650,f,t
seattle,651,f,t
seattle,654,f,t
seattle,659,f,t
seattle,663,f,t
seattle,666,f,t
seattle,668,f,t
seattle,670,f,t
seattle,671,f,t
seattle,673,f,t
seattle,675,f,t
seattle,677,f,t
seattle,680,f,t
seattle,681,f,t
seattle,682,f,t
seattle,683,f,t
seattle,687,f,t
seattle,689,f,t
seattle,690,f,t
seattle,691,f,t
seattle,693,f,t
seattle,694,f,t
seattle,695,f,t
seattle,698,f,t
seattle,699,f,t
seattle,700,f,t
seattle,701,f,t
seattle,702,f,t
seattle,704,f,t
seattle,705,f,t
seattle,706,f,t
seattle,707,f,t
seattle,708,f,t
seattle,713,f,t
seattle,715,f,t
seattle,722,f,t
seattle,734,f,t
seattle,735,f,t
seattle,737,f,t
seattle,745,f,t
seattle,748,f,t
seattle,749,f,t
seattle,751,f,t
seattle,756,f,t
seattle,758,f,t
seattle,759,f,t
seattle,760,f,t
seattle,762,f,t
seattle,764,f,t
seattle,768,f,t
seattle,788,f,t
seattle,789,f,t
seattle,799,t,t
seattle,801,f,t
seattle,804,f,t
seattle,815,f,t
seattle,817,f,t
seattle,819,f,t
seattle,821,f,t
seattle,822,f,t
seattle,823,f,t
seattle,824,f,t
seattle,826,f,t
seattle,827,f,t
seattle,834,f,t
seattle,836,f,t
seattle,837,f,t
seattle,838,f,t
seattle,842,f,t
seattle,845,f,t
seattle,846,f,t
seattle,848,f,t
seattle,850,f,t
seattle,851,f,t
seattle,852,f,t
seattle,853,f,t
seattle,855,f,t
seattle,856,f,t
seattle,857,f,t
seattle,861,f,t
seattle,863,f,t
seattle,864,f,t
seattle,866,f,t
seattle,868,f,t
seattle,869,f,t
seattle,870,f,t
seattle,872,f,t
seattle,873,f,t
seattle,876,f,t
seattle,877,f,t
seattle,878,f,t
seattle,879,f,t
seattle,884,t,f
seattle,887,t,f
seattle,889,t,f
seattle,892,t,f
seattle,893,t,f
seattle,895,t,f
seattle,918,t,f
seattle,920,t,f
seattle,926,t,f
seattle,940,f,t
seattle,943,f,t
seattle,946,f,t
seattle,947,t,t
seattle,950,f,t
seattle,951,t,t
seattle,952,t,f
seattle,954,f,t
seattle,955,t,t
seattle,969,f,t
seattle,970,f,t
seattle,971,f,t
seattle,972,t,t
seattle,977,f,t
seattle,978,f,t
seattle,982,f,t
seattle,983,f,t
seattle,984,t,t
seattle,985,f,t
seattle,986,t,t
seattle,987,t,t
seattle,989,f,t
seattle,990,t,t
seattle,991,f,t
seattle,992,f,t
seattle,993,t,t
seattle,994,f,t
seattle,995,f,t
seattle,997,f,t
seattle,998,f,t
seattle,999,f,t
seattle,1001,t,t
seattle,1002,f,t
seattle,1003,t,t
seattle,1013,f,t
seattle,1014,f,t
seattle,1015,f,t
seattle,1017,f,t
seattle,1025,f,t
seattle,1030,f,t
seattle,1036,t,f
seattle,1039,t,f
seattle,1040,t,f
seattle,1052,t,f
seattle,1061,t,f
seattle,1063,t,f
seattle,1071,t,f
seattle,1074,t,f
seattle,1080,t,f
seattle,1097,t,f
seattle,1153,t,t
seattle,1156,t,t
seattle,1158,f,t
seattle,1159,f,t
seattle,1170,t,f
seattle,1178,f,t
seattle,1180,f,t
seattle,1181,f,t
seattle,1197,f,t
seattle,1198,t,t
seattle,1199,f,t
seattle,1200,f,t
seattle,1202,f,t
seattle,1205,f,t
seattle,1216,f,t
seattle,1218,f,t
seattle,1224,f,t
seattle,1225,f,t
seattle,1233,f,t
seattle,1235,f,t
seattle,1236,f,t
seattle,1238,f,t
seattle,1242,f,t
seattle,1244,f,t
seattle,1260,f,t
seattle,1261,f,t
seattle,1262,t,t
seattle,1272,f,t
seattle,1278,f,t
seattle,1279,f,t
seattle,1280,t,f
seattle,1281,f,t
seattle,1287,t,f
seattle,1295,t,f
seattle,1310,f,t
seattle,1312,f,t
seattle,1313,f,t
seattle,1314,f,t
seattle,1316,f,t
seattle,1317,f,t
seattle,1318,f,t
seattle,1319,f,t
seattle,1321,f,t
seattle,1332,f,t
seattle,1334,f,t
seattle,1335,f,t
seattle,1390,f,t
seattle,1405,t,f
seattle,1409,t,f
seattle,1410,t,f
seattle,1421,t,f
seattle,1424,t,f
seattle,1425,f,t
seattle,1436,t,f
seattle,1437,f,t
seattle,1439,f,t
seattle,1440,t,f
seattle,1442,t,f
seattle,1444,f,t
seattle,1447,t,f
seattle,1449,t,f
seattle,1452,t,t
seattle,1455,f,t
seattle,1456,f,t
seattle,1457,t,t
seattle,1459,f,t
seattle,1460,f,t
seattle,1461,f,t
seattle,1470,t,f
seattle,1480,t,f
seattle,1490,t,f
seattle,1493,t,f
seattle,1511,t,f
seattle,1522,f,t
seattle,1554,t,f
seattle,1631,f,t
seattle,1641,f,t
seattle,1643,t,f
seattle,1645,f,t
seattle,1659,f,t
seattle,1661,f,t
seattle,1662,f,t
seattle,1665,t,t
seattle,1666,f,t
seattle,1667,f,t
seattle,1668,t,t
seattle,1672,t,t
seattle,1673,f,t
seattle,1680,f,t
seattle,1764,f,t
seattle,1766,t,t
seattle,1767,f,t
seattle,1768,f,t
seattle,1808,t,f
seattle,1814,t,f
seattle,1815,t,f
seattle,1822,t,f
seattle,1823,t,f
seattle,1832,t,f
seattle,1834,t,f
seattle,1837,t,f
seattle,1853,t,f
seattle,1856,t,f
seattle,1922,f,t
seattle,1957,f,t
seattle,1960,f,t
seattle,1964,f,t
seattle,1965,t,f
seattle,1971,t,f
seattle,1974,f,t
seattle,1975,f,t
seattle,1992,t,t
seattle,2001,f,t
seattle,2009,f,t
seattle,2029,t,f
seattle,2033,f,t
seattle,2035,f,t
seattle,2036,t,f
seattle,2040,t,f
seattle,2041,t,t
seattle,2043,t,f
seattle,2045,f,t
seattle,2047,f,t
seattle,2049,t,f
seattle,2050,t,f
seattle,2058,f,t
seattle,2059,f,t
seattle,2061,f,t
seattle,2062,f,t
seattle,2064,f,t
seattle,2065,f,t
seattle,2066,f,t
seattle,2073,f,t
seattle,2074,f,t
seattle,2075,f,t
seattle,2076,f,t
seattle,2077,f,t
seattle,2080,t,t
seattle,2084,f,t
seattle,2085,t,t
seattle,2089,f,t
seattle,2090,t,t
seattle,2095,f,t
seattle,2101,f,t
seattle,2102,f,t
seattle,2142,t,f
seattle,2145,f,t
seattle,2154,f,t
seattle,2155,f,t
seattle,2157,f,t
seattle,2158,f,t
seattle,2160,f,t
seattle,2162,f,t
seattle,2166,t,t
seattle,2173,f,t
seattle,2194,f,t
seattle,2198,f,t
seattle,2200,f,t
seattle,2212,t,f
seattle,2218,f,t
seattle,2220,f,t
seattle,2234,t,f
seattle,2237,f,t
seattle,2240,f,t
seattle,2247,f,t
seattle,2253,f,t
seattle,2256,t,f
seattle,2261,t,f
seattle,2284,t,f
seattle,2285,f,t
seattle,2286,f,t
seattle,2296,f,t
seattle,2300,f,t
seattle,2304,f,t
seattle,2305,f,t
seattle,2307,f,t
seattle,2327,f,t
seattle,2344,t,f
seattle,2345,t,f
seattle,2378,f,t
seattle,2379,f,t
seattle,2389,f,t
seattle,2392,t,f
seattle,2396,f,t
seattle,2400,f,t
seattle,2407,t,t
seattle,2408,f,t
seattle,2431,f,t
seattle,2447,f,t
seattle,2452,t,f
seattle,2453,f,t
seattle,2460,f,t
seattle,2463,f,t
seattle,2467,t,t
seattle,2484,t,t
seattle,2487,f,t
seattle,2488,f,t
seattle,2489,f,t
seattle,2492,f,t
seattle,2495,f,t
seattle,2506,f,t
seattle,2507,f,t
seattle,2508,f,t
seattle,2510,f,t
seattle,2512,f,t
seattle,2513,f,t
seattle,2515,t,t
seattle,2526,t,t
seattle,2528,f,t
seattle,2534,f,t
seattle,2540,f,t
seattle,2541,f,t
seattle,2543,f,t
seattle,2546,t,t
seattle,2547,f,t
seattle,2548,f,t
seattle,2550,t,t
seattle,2552,t,f
seattle,2554,t,f
seattle,2561,t,f
seattle,2563,f,t
seattle,2566,f,t
seattle,2570,f,t
seattle,2571,f,t
seattle,2588,f,t
seattle,2593,t,f
seattle,2606,f,t
seattle,2610,f,t
seattle,2612,t,f
seattle,2614,f,t
seattle,2616,f,t
seattle,2621,f,t
seattle,2624,f,t
seattle,2625,f,t
seattle,2626,t,f
seattle,2627,f,t
seattle,2628,t,t
seattle,2644,t,f
seattle,2650,f,t
seattle,2672,f,t
seattle,2675,t,t
seattle,2683,f,t
seattle,2687,t,t
seattle,2689,f,t
seattle,2724,f,t
seattle,2733,t,f
seattle,2737,f,t
seattle,2743,f,t
seattle,2749,f,t
seattle,2755,t,t
seattle,2763,f,t
seattle,2767,t,t
seattle,2774,t,f
seattle,2777,f,t
seattle,2790,f,t
seattle,2792,t,f
seattle,2794,f,t
seattle,2796,t,f
seattle,2797,f,t
seattle,2799,f,t
seattle,2803,f,t
seattle,2806,t,f
seattle,2809,t,f
seattle,2811,t,f
seattle,2817,f,t
seattle,2845,f,t
seattle,2846,f,t
seattle,2847,f,t
seattle,2849,f,t
seattle,2850,f,t
seattle,2852,f,t
seattle,2855,f,t
seattle,2856,f,t
seattle,2860,f,t
seattle,2861,t,t
seattle,2867,t,t
seattle,2869,f,t
seattle,2872,t,t
seattle,2874,f,t
seattle,2878,t,t
seattle,2880,f,t
seattle,2881,f,t
seattle,2882,f,t
seattle,2884,t,f
seattle,2887,f,t
seattle,2888,t,f
seattle,2895,t,f
seattle,2896,t,f
seattle,2897,t,t
seattle,2899,f,t
seattle,2900,f,t
seattle,2902,f,t
seattle,2906,f,t
seattle,2917,t,f
seattle,2918,t,f
seattle,2919,f,t
seattle,2922,t,t
seattle,2925,f,t
seattle,2929,t,f
seattle,2932,t,t
seattle,2944,f,t
seattle,2947,f,t
seattle,2952,f,t
seattle,2955,f,t
seattle,2958,f,t
seattle,2962,t,t
seattle,2970,f,t
seattle,2983,t,t
seattle,2985,t,t
seattle,2987,f,t
seattle,2989,f,t
seattle,2991,t,t
seattle,2992,f,t
seattle,3003,f,t
seattle,3009,t,f
seattle,3020,t,t
seattle,3023,f,t
seattle,3027,f,t
seattle,3028,f,t
seattle,3036,f,t
seattle,3039,f,t
seattle,3041,t,f
seattle,3047,t,f
seattle,3057,f,t
seattle,3061,t,f
seattle,3065,f,t
seattle,3068,f,t
seattle,3079,t,f
seattle,3083,f,t
seattle,3084,f,t
seattle,3085,f,t
seattle,3086,f,t
seattle,3089,f,t
seattle,3092,t,f
seattle,3096,f,t
seattle,3100,f,t
seattle,3101,f,t
seattle,3104,t,f
seattle,3108,f,t
seattle,3110,f,t
seattle,3113,t,t
seattle,3116,f,t
seattle,3117,f,t
seattle,3126,f,t
seattle,3133,t,f
seattle,3139,f,t
seattle,3143,f,t
seattle,3145,f,t
seattle,3146,f,t
seattle,3147,t,t
seattle,3149,f,t
seattle,3152,f,t
seattle,3154,t,t
seattle,3159,f,t
seattle,3161,f,t
seattle,3164,f,t
seattle,3168,t,t
seattle,3172,f,t
seattle,3174,t,t
seattle,3175,f,t
seattle,3183,f,t
seattle,3186,f,t
seattle,3193,f,t
seattle,3194,t,f
seattle,3196,t,f
seattle,3199,t,t
seattle,3200,f,t
seattle,3205,f,t
seattle,3212,t,f
seattle,3217,t,t
seattle,3235,f,t
seattle,3245,f,t
seattle,3251,t,t
seattle,3259,f,t
seattle,3271,f,t
seattle,3279,f,t
seattle,3323,f,t
seattle,3325,f,t
seattle,3326,f,t
seattle,3327,f,t
seattle,3328,f,t
seattle,3331,t,f
seattle,3333,f,t
seattle,3334,f,t
seattle,3336,f,t
seattle,3337,f,t
seattle,3338,f,t
seattle,3339,f,t
seattle,3340,t,f
seattle,3344,f,t
seattle,3346,f,t
seattle,3350,t,f
seattle,3352,f,t
seattle,3354,f,t
seattle,3355,f,t
seattle,3392,t,t
seattle,3407,f,t
seattle,3412,t,t
seattle,3414,f,t
seattle,3418,f,t
seattle,3419,f,t
seattle,3420,t,t
seattle,3421,f,t
seattle,3425,f,t
seattle,3428,t,f
seattle,3431,f,t
seattle,3433,f,t
seattle,3434,t,t
seattle,3440,f,t
seattle,3446,f,t
seattle,3454,t,f
seattle,3462,f,t
seattle,3463,t,f
seattle,3467,t,f
seattle,3468,t,f
seattle,3477,f,t
seattle,3478,f,t
seattle,3479,t,t
seattle,3482,t,f
seattle,3485,f,t
seattle,3486,t,t
seattle,3493,t,f
seattle,3497,f,t
seattle,3505,t,t
seattle,3507,f,t
seattle,3509,t,f
seattle,3511,t,f
seattle,3514,f,t
seattle,3515,t,t
seattle,3518,t,f
seattle,3528,t,f
seattle,3537,f,t
seattle,3547,f,t
seattle,3597,t,t
seattle,3598,f,t
seattle,3599,t,t
seattle,3616,t,t
seattle,3625,t,f
seattle,3627,f,t
seattle,3631,t,t
seattle,3633,f,t
seattle,3635,f,t
seattle,3636,t,f
seattle,3637,t,f
seattle,3638,f,t
seattle,3640,f,t
seattle,3646,f,t
seattle,3660,t,f
seattle,3661,f,t
seattle,3709,t,t
seattle,3717,t,f
seattle,3718,t,t
seattle,3719,t,t
seattle,3720,f,t
seattle,3725,f,t
seattle,3726,f,t
seattle,3730,f,t
seattle,3731,t,t
seattle,3732,t,t
seattle,3739,f,t
seattle,3740,f,t
seattle,3741,f,t
seattle,3742,f,t
seattle,3749,t,t
seattle,3753,f,t
seattle,3756,f,t
seattle,3757,t,t
seattle,3759,t,f
seattle,3760,t,t
seattle,3761,f,t
seattle,3768,f,t
seattle,3775,f,t
seattle,3785,f,t
seattle,3787,t,f
seattle,3788,f,t
seattle,3790,f,t
seattle,3796,f,t
seattle,3798,f,t
seattle,3800,f,t
seattle,3801,t,f
seattle,3811,f,t
seattle,3813,f,t
seattle,3815,f,t
seattle,3817,f,t
seattle,3818,f,t
seattle,3819,t,f
seattle,3820,f,t
seattle,3822,f,t
seattle,3850,f,t
seattle,3851,f,t
seattle,3852,t,f
seattle,3853,f,t
seattle,3854,f,t
seattle,3855,t,f
seattle,3864,t,f
seattle,3865,t,t
seattle,3866,f,t
seattle,3874,f,t
seattle,3887,f,t
seattle,3891,t,t
seattle,3892,t,f
seattle,3893,f,t
seattle,3911,t,t
seattle,3912,f,t
seattle,3914,t,f
seattle,3916,f,t
seattle,3918,f,t
seattle,3919,f,t
seattle,3931,f,t
seattle,3939,f,t
seattle,3941,f,t
seattle,3947,f,t
seattle,3953,t,f
seattle,3957,f,t
seattle,3965,f,t
seattle,3970,f,t
seattle,3972,f,t
seattle,3976,t,f
seattle,3979,t,f
seattle,3984,f,t
seattle,3985,f,t
seattle,3987,f,t
seattle,3988,t,f
seattle,3998,t,f
seattle,4009,f,t
seattle,4012,f,t
seattle,4014,t,t
seattle,4016,f,t
seattle,4025,f,t
seattle,4026,f,t
seattle,4027,f,t
seattle,4028,t,t
seattle,4029,f,t
seattle,4031,f,t
seattle,4032,t,t
seattle,4038,f,t
seattle,4039,t,t
seattle,4040,f,t
seattle,4046,f,t
seattle,4048,f,t
seattle,4050,f,t
seattle,4052,f,t
seattle,4063,f,t
seattle,4065,f,t
seattle,4069,f,t
seattle,4070,f,t
seattle,4071,f,t
seattle,4072,t,t
seattle,4077,f,t
seattle,4078,t,t
seattle,4080,f,t
seattle,4083,t,t
seattle,4087,t,t
seattle,4088,t,t
seattle,4093,f,t
seattle,4094,t,t
seattle,4095,f,t
seattle,4097,f,t
seattle,4100,t,f
seattle,4102,f,t
seattle,4104,f,t
seattle,4107,f,t
seattle,4109,f,t
seattle,4112,f,t
seattle,4118,f,t
seattle,4123,f,t
seattle,4124,t,t
seattle,4125,f,t
seattle,4126,f,t
seattle,4129,f,t
seattle,4130,f,t
seattle,4131,f,t
seattle,4132,f,t
seattle,4138,t,f
seattle,4144,f,t
seattle,4145,f,t
seattle,4147,t,f
seattle,4151,f,t
seattle,4152,t,f
seattle,4160,f,t
seattle,4169,f,t
seattle,4170,f,t
seattle,4172,t,f
seattle,4173,t,t
seattle,4191,f,t
seattle,4194,f,t
seattle,4199,f,t
seattle,4204,f,t
seattle,4208,f,t
seattle,4210,f,t
seattle,4219,f,t
seattle,4222,f,t
seattle,4223,f,t
seattle,4232,t,f
seattle,4239,f,t
seattle,4241,f,t
seattle,4246,t,t
seattle,4250,f,t
seattle,4253,f,t
seattle,4255,f,t
seattle,4257,f,t
seattle,4259,f,t
seattle,4265,t,t
seattle,4266,f,t
seattle,4267,t,f
seattle,4271,f,t
seattle,4283,f,t
seattle,4286,t,t
seattle,4292,f,t
seattle,4321,t,f
seattle,4342,f,t
seattle,4347,f,t
seattle,4359,f,t
seattle,4362,t,f
seattle,4363,f,t
seattle,4374,t,f
seattle,4378,f,t
seattle,4382,f,t
seattle,4383,f,t
seattle,4386,f,t
seattle,4387,t,t
seattle,4389,f,t
seattle,4390,t,t
seattle,4392,f,t
seattle,4393,f,t
seattle,4395,f,t
seattle,4398,f,t
seattle,4399,f,t
seattle,4401,t,t
seattle,4404,t,f
seattle,4408,f,t
seattle,4411,f,t
seattle,4414,t,t
seattle,4417,f,t
seattle,4420,f,t
seattle,4423,t,t
seattle,4425,f,t
seattle,4426,f,t
seattle,4427,f,t
seattle,4430,t,f
seattle,4434,t,f
seattle,4456,f,t
seattle,4462,f,t
seattle,4464,f,t
seattle,4468,t,f
seattle,4469,f,t
seattle,4470,f,t
seattle,4471,f,t
seattle,4473,f,t
seattle,4478,f,t
seattle,4484,f,t
seattle,4486,f,t
seattle,4502,t,f
seattle,4504,t,f
seattle,4506,t,f
seattle,4510,t,f
seattle,4523,t,f
seattle,4550,f,t
seattle,4565,f,t
seattle,4567,f,t
seattle,4575,f,t
seattle,4581,f,t
seattle,4584,t,f
seattle,4588,f,t
seattle,4596,t,f
seattle,4601,f,t
seattle,4604,t,f
seattle,4610,f,t
seattle,4624,f,t
seattle,4641,f,t
seattle,4644,t,t
seattle,4646,f,t
seattle,4663,f,t
seattle,4665,f,t
seattle,4666,f,t
seattle,4669,t,f
seattle,4670,t,f
seattle,4671,t,f
seattle,4674,f,t
seattle,4679,t,t
seattle,4681,f,t
seattle,4684,f,t
seattle,4685,f,t
seattle,4687,f,t
seattle,4688,t,t
seattle,4689,t,f
seattle,4696,f,t
seattle,4702,f,t
seattle,4706,t,t
seattle,4707,t,t
seattle,4712,f,t
seattle,4716,f,t
seattle,4717,t,f
seattle,4730,f,t
seattle,4742,f,t
seattle,4747,f,t
seattle,4748,t,f
seattle,4753,t,t
seattle,4755,f,t
seattle,4759,f,t
seattle,4765,f,t
seattle,4766,f,t
seattle,4769,f,t
seattle,4771,f,t
seattle,4783,t,f
seattle,4784,t,t
seattle,4787,f,t
seattle,4790,t,f
seattle,4795,f,t
seattle,4796,f,t
seattle,4798,f,t
seattle,4800,f,t
seattle,4805,f,t
seattle,4809,f,t
seattle,4811,f,t
seattle,4820,f,t
seattle,4825,t,f
seattle,4826,f,t
seattle,4835,f,t
seattle,4837,t,f
seattle,4839,f,t
seattle,4843,f,t
seattle,4844,f,t
seattle,4845,f,t
seattle,4846,f,t
seattle,4850,f,t
seattle,4852,f,t
seattle,4855,f,t
seattle,4857,f,t
seattle,4872,f,t
seattle,4878,t,f
seattle,4884,f,t
seattle,4885,f,t
seattle,4890,f,t
seattle,4899,t,f
seattle,4911,f,t
seattle,4917,t,t
seattle,4918,f,t
seattle,4931,f,t
seattle,4935,t,t
seattle,4936,t,f
seattle,4939,t,t
seattle,4940,f,t
seattle,4942,f,t
seattle,4943,t,t
seattle,4948,f,t
seattle,4951,t,f
seattle,4953,t,f
seattle,4955,f,t
seattle,4956,f,t
seattle,4961,f,t
seattle,4978,f,t
seattle,4984,t,f
seattle,4998,f,t
seattle,5002,f,t
seattle,5004,f,t
seattle,5015,t,t
seattle,5048,f,t
seattle,5051,f,t
seattle,5057,f,t
seattle,5096,f,t
seattle,5131,f,t
seattle,5146,f,t
seattle,5155,f,t
seattle,5164,f,t
seattle,5171,t,f
seattle,5179,f,t
seattle,5184,t,t
seattle,5222,f,t
seattle,5234,f,t
seattle,5248,f,t
seattle,5251,f,t
seattle,5258,t,t
seattle,5259,f,t
seattle,5260,f,t
seattle,5261,f,t
seattle,5266,t,t
seattle,5267,f,t
seattle,5282,f,t
seattle,5283,f,t
seattle,5287,t,f
seattle,5290,f,t
seattle,5293,t,f
seattle,5304,t,f
seattle,5307,f,t
seattle,5318,t,t
seattle,5322,f,t
seattle,5324,f,t
seattle,5333,f,t
seattle,5335,f,t
seattle,5337,f,t
seattle,5339,f,t
seattle,5340,f,t
seattle,5347,f,t
seattle,5359,t,t
seattle,5364,t,f
seattle,5365,t,f
seattle,5368,t,f
seattle,5369,t,f
seattle,5376,t,f
seattle,5377,f,t
seattle,5379,t,t
seattle,5380,f,t
seattle,5382,f,t
seattle,5383,t,f
seattle,5384,t,f
seattle,5386,f,t
seattle,5391,f,t
seattle,5420,f,t
seattle,5429,t,f
seattle,5441,f,t
seattle,5448,t,t
seattle,5464,f,t
seattle,5466,t,f
seattle,5491,f,t
seattle,5493,f,t
seattle,5494,f,t
seattle,5498,f,t
seattle,5507,f,t
seattle,5518,t,f
seattle,5522,f,t
seattle,5525,t,f
seattle,5545,f,t
seattle,5553,f,t
seattle,5562,t,t
seattle,5567,f,t
seattle,5568,f,t
seattle,5572,f,t
seattle,5586,t,f
seattle,5588,t,t
seattle,5596,f,t
seattle,5598,f,t
seattle,5599,f,t
seattle,5600,f,t
seattle,5601,f,t
seattle,5604,t,f
seattle,5605,f,t
seattle,5608,t,t
seattle,5609,t,f
seattle,5610,t,t
seattle,5612,f,t
seattle,5613,f,t
seattle,5614,t,f
seattle,5617,t,f
seattle,5618,f,t
seattle,5619,f,t
seattle,5620,f,t
seattle,5621,t,f
seattle,5623,t,f
seattle,5625,t,f
seattle,5637,t,f
seattle,5651,t,f
seattle,5676,t,f
seattle,5703,t,f
seattle,5708,t,f
seattle,5709,f,t
seattle,5711,t,f
seattle,5712,t,f
seattle,5715,t,f
seattle,5723,f,t
seattle,5725,t,f
seattle,5726,f,t
seattle,5727,t,f
seattle,5728,f,t
seattle,5729,t,f
seattle,5732,f,t
seattle,5734,f,t
seattle,5738,f,t
seattle,5745,f,t
seattle,5749,t,f
seattle,5752,t,t
seattle,5753,f,t
seattle,5754,t,t
seattle,5760,t,t
seattle,5764,t,f
seattle,5766,t,f
seattle,5767,f,t
seattle,5776,f,t
seattle,5777,t,f
seattle,5785,t,t
seattle,5792,f,t
seattle,5798,f,t
seattle,5800,f,t
seattle,5868,f,t
seattle,5871,f,t
seattle,5872,f,t
seattle,5896,f,t
seattle,5904,f,t
seattle,5907,f,t
seattle,5911,f,t
seattle,5927,f,t
seattle,5928,f,t
seattle,5936,t,f
seattle,5955,t,t
seattle,5981,f,t
seattle,5983,f,t
seattle,5984,t,f
seattle,5986,t,t
seattle,5987,f,t
seattle,5988,t,f
seattle,5989,f,t
seattle,5992,t,t
seattle,5993,t,t
seattle,5994,t,t
seattle,5995,t,f
seattle,5996,t,t
seattle,5998,t,f
seattle,6000,t,f
seattle,6001,t,f
seattle,6006,t,f
seattle,6017,t,t
seattle,6018,f,t
seattle,6020,f,t
seattle,6023,t,t
seattle,6025,f,t
seattle,6027,t,t
seattle,6029,f,t
seattle,6030,f,t
seattle,6033,f,t
seattle,6034,t,f
seattle,6036,f,t
seattle,6043,f,t
seattle,6044,f,t
seattle,6045,t,t
seattle,6047,f,t
seattle,6051,f,t
seattle,6054,f,t
seattle,6055,f,t
seattle,6059,f,t
seattle,6063,f,t
seattle,6066,f,t
