label_id,label_type,severity,gsv_panorama_id,zoom,heading,pitch,photographer_heading,photographer_pitch,user_id,lat,lng,geometry,clustered,count,false_positive,distance,tag_list,description,tag_count,way_type,intersection_distance,labelModel_output
88767,Obstacle,3.0,-Bvw0ufE1hVvwQt5SsJTyQ,1,232.1875,-14.0625,90.34881591796876,-2.806343078613281,2e657863-b73b-4a36-a0ee-d7984432c3cb,47.51000213623047,-122.38284301757812,POINT (-122.38284301757812 47.51000213623047),0.0,7.0,0,17.718623756723158,1.0,0.0,1.0,-1,-1.0,0
88921,Obstacle,3.0,GnQ3v7d8LWu9_kZ3t24tCg,3,197.1222686767578,-5.296875,179.0207977294922,-2.658889770507812,d2b04e27-13ce-4aff-a06a-7c7147c96696,47.52252578735352,-122.35926818847656,POINT (-122.35926818847656 47.522525787353516),0.0,5.0,0,27.69175736828081,1.0,0.0,1.0,-1,-1.0,1
89054,Obstacle,5.0,8LAQyXCJy9_7OEgdFm0v8w,1,108.56473541259766,-27.125,179.7942352294922,-1.035713195800781,d2b04e27-13ce-4aff-a06a-7c7147c96696,47.51821899414063,-122.36107635498048,POINT (-122.36107635498047 47.518218994140625),0.0,6.0,0,15.541365188500862,1.0,0.0,1.0,-1,-1.0,0
88987,Obstacle,5.0,7MaJk3Ewf1G7nhZ1-xTuKA,2,166.5825958251953,-24.375,13.315523147583008,5.45977783203125,d2b04e27-13ce-4aff-a06a-7c7147c96696,47.52082061767578,-122.36106872558594,POINT (-122.36106872558594 47.52082061767578),0.0,5.0,0,8.09248529672042,1.0,0.0,1.0,-1,-1.0,0
88998,Obstacle,5.0,dSDok0IgnpnA55xr4BazdQ,2,132.296875,-35.0,359.345703125,1.943893432617187,d2b04e27-13ce-4aff-a06a-7c7147c96696,47.52058410644531,-122.3610610961914,POINT (-122.3610610961914 47.52058410644531),0.0,6.0,0,10.222031206200198,1.0,0.0,1.0,-1,-1.0,0
89405,Obstacle,5.0,WGM6hdpWvtNTrCmDPMnt0A,2,324.5,-15.265625,176.2930908203125,-1.494461059570312,d2b04e27-13ce-4aff-a06a-7c7147c96696,47.52641677856445,-122.35519409179688,POINT (-122.35519409179688 47.52641677856445),0.0,5.0,0,1.636937786258944,1.0,0.0,1.0,-1,-1.0,0
89504,Obstacle,5.0,1oCIJY2Pj94LUKnzKoLcVw,1,68.375,-35.0,183.3776397705078,0.532814025878906,d2b04e27-13ce-4aff-a06a-7c7147c96696,47.53929901123047,-122.39031982421876,POINT (-122.39031982421875 47.53929901123047),0.0,6.0,0,14.045598616007302,1.0,0.0,1.0,-1,-1.0,0
89509,Obstacle,5.0,U6FRod_zFIoiZDVFCJ6Jlw,1,240.5,-35.0,179.4676513671875,0.307823181152343,d2b04e27-13ce-4aff-a06a-7c7147c96696,47.539180755615234,-122.39043426513672,POINT (-122.39043426513672 47.539180755615234),0.0,7.0,0,12.680362583051911,1.0,0.0,1.0,-1,-1.0,0
89540,Obstacle,3.0,I6tRd6fQt5XEDJOMBgvHsw,1,37.0625,-19.625,85.57174682617188,-8.171424865722656,d2b04e27-13ce-4aff-a06a-7c7147c96696,47.53997802734375,-122.38658142089844,POINT (-122.38658142089844 47.53997802734375),0.0,7.0,0,19.745319967463978,0.0,0.0,0.0,-1,-1.0,0
89558,Obstacle,2.0,DPUV_2cwxKAz6OYWnFQkZA,1,315.5625,-13.5,179.18841552734375,-1.28985595703125,4f2a3a9a-a5d5-4d57-b2d1-6be61a6c2184,47.63667297363281,-122.27979278564452,POINT (-122.27979278564453 47.63667297363281),0.0,7.0,0,35.02985409073108,1.0,0.0,1.0,-1,-1.0,0
89561,Obstacle,2.0,DPUV_2cwxKAz6OYWnFQkZA,1,315.5625,-13.5,179.18841552734375,-1.28985595703125,4f2a3a9a-a5d5-4d57-b2d1-6be61a6c2184,47.63676071166992,-122.27978515625,POINT (-122.27978515625 47.63676071166992),0.0,10.0,0,33.19410856337375,1.0,0.0,1.0,-1,-1.0,0
89689,Obstacle,5.0,EOAKC0oOfpIcaQAq2ww9QA,2,178.61160278320312,-13.928571701049805,293.0936584472656,6.322525024414062,d2b04e27-13ce-4aff-a06a-7c7147c96696,47.52813720703125,-122.3630828857422,POINT (-122.36308288574219 47.52813720703125),0.0,6.0,0,25.08645382365287,1.0,0.0,1.0,-1,-1.0,0
89716,Obstacle,5.0,3xFto7RXXf3LpHczZjhSjQ,2,183.96875,-7.053571224212646,179.9862823486328,-0.6844711303710931,d2b04e27-13ce-4aff-a06a-7c7147c96696,47.52753829956055,-122.3632583618164,POINT (-122.3632583618164 47.52753829956055),0.0,7.0,0,18.143373800157143,1.0,0.0,1.0,-1,-1.0,0
89718,Obstacle,3.0,WL-MF2pf2Vb-zGfIvhDChw,2,134.77232360839844,-13.571428298950195,179.73727416992188,-0.891822814941406,d2b04e27-13ce-4aff-a06a-7c7147c96696,47.52743148803711,-122.36305236816406,POINT (-122.36305236816406 47.52743148803711),0.0,5.0,0,32.771214797769105,0.0,1.0,0.0,-1,-1.0,1
90101,Obstacle,3.0,g9ROqIaulQf61T8qK4-APw,1,258.0,-10.0,268.1068420410156,2.647964477539062,4f2a3a9a-a5d5-4d57-b2d1-6be61a6c2184,47.56855010986328,-122.4088363647461,POINT (-122.4088363647461 47.56855010986328),0.0,5.0,0,10.84072170276918,1.0,0.0,1.0,-1,-1.0,0
90918,Obstacle,3.0,gSm90BoUyLMTuTqDDDUTTA,1,205.1875,-31.25,181.8802947998047,1.087440490722656,93db89fa-4f5c-41bc-9d8f-751f146002b5,47.70730972290039,-122.28822326660156,POINT (-122.28822326660156 47.70730972290039),0.0,5.0,0,1.893626626897458,0.0,0.0,0.0,-1,-1.0,0
91127,Obstacle,4.0,P586mvMreriaAY4WrAsK0A,1,272.1875,-18.5625,220.62733459472656,0.29541015625,4f2a3a9a-a5d5-4d57-b2d1-6be61a6c2184,47.61773300170898,-122.3318328857422,POINT (-122.33183288574219 47.617733001708984),0.0,6.0,0,2.351385510748411,0.0,1.0,0.0,-1,-1.0,0
92622,Obstacle,3.0,AReB-WcdY3vogCIBNtqjyQ,2,27.94196510314941,0.0,358.8183898925781,-1.858360290527343,5cdb41ac-8945-43aa-b0e9-1c05fdd8bc47,47.60603713989258,-122.3206024169922,POINT (-122.32060241699219 47.60603713989258),0.0,6.0,0,1.406892780103807,0.0,1.0,0.0,-1,-1.0,1
92638,Obstacle,5.0,lhoR3bYwh3AtW_BNpZzqGA,1,216.3125,-30.125,180.51495361328125,-2.381668090820312,d2b04e27-13ce-4aff-a06a-7c7147c96696,47.51959228515625,-122.34805297851562,POINT (-122.34805297851562 47.51959228515625),0.0,5.0,0,13.832453998055984,1.0,0.0,1.0,-1,-1.0,0
93069,Obstacle,3.0,EPl9jNQKsrrHU7DF7Uca4g,1,176.640625,-35.0,64.72655487060547,1.419868469238281,9ac5c4d5-66e5-4067-888e-de80d632ce0c,47.52366256713867,-122.28631591796876,POINT (-122.28631591796875 47.52366256713867),0.0,12.0,0,8.587073438535203,1.0,0.0,1.0,-1,-1.0,0
93878,Obstacle,5.0,_bJE4fU9nZOhNm_kWT7kIg,1,251.9375,-32.75,211.6828155517578,0.385643005371093,bf6f6d18-fc13-4165-9a9c-075425898a0e,47.57512664794922,-122.3094253540039,POINT (-122.3094253540039 47.57512664794922),0.0,8.0,0,0.830245226631332,0.0,0.0,0.0,-1,-1.0,0
93959,Obstacle,5.0,ogcFoab1fei64BVmDh6rgA,1,6.25,-23.374113082885746,357.3329772949219,1.593330383300781,d2b04e27-13ce-4aff-a06a-7c7147c96696,47.585227966308594,-122.30548858642578,POINT (-122.30548858642578 47.585227966308594),0.0,7.0,0,18.405604339779646,1.0,0.0,1.0,-1,-1.0,0
93956,Obstacle,5.0,chXMp7X0XlFEwOAfoC_qhg,1,6.625,-23.1875,358.51763916015625,1.675537109375,d2b04e27-13ce-4aff-a06a-7c7147c96696,47.584869384765625,-122.30547332763672,POINT (-122.30547332763672 47.584869384765625),0.0,7.0,0,21.972274276265694,1.0,0.0,1.0,-1,-1.0,0
191140,Obstacle,4.0,PqRLmff_kE-ULcnw8ykQbQ,3,170.109375,-15.901785850524902,67.4227294921875,0.16827392578125,e8513f77-762b-4438-bee2-05ff4cd3e13e,47.54518508911133,-122.32946014404295,POINT (-122.32946014404297 47.54518508911133),0.0,5.0,0,4.752866618971006,0.0,0.0,0.0,-1,-1.0,1
191151,Obstacle,3.0,oevgiZhY9vbQvs3XexOGPQ,3,231.796875,-8.823660850524902,67.5888671875,0.092361450195312,e8513f77-762b-4438-bee2-05ff4cd3e13e,47.54515838623047,-122.32974243164062,POINT (-122.32974243164062 47.54515838623047),0.0,6.0,0,2.0357983135856927,0.0,0.0,0.0,-1,-1.0,1
191656,Obstacle,5.0,IdeGa-je-JjtnLVp0d3n8w,1,200.1875,-21.4375,272.8370361328125,2.495285034179687,71bd79cf-1537-412d-8eee-08218c170277,47.55850601196289,-122.29940795898438,POINT (-122.29940795898438 47.55850601196289),0.0,6.0,0,11.238032423995405,0.0,0.0,0.0,-1,-1.0,0
191677,Obstacle,5.0,12I9sTkiFpccfiSur1DQ7Q,1,191.1875,-19.25,0.245369181036949,0.6661911010742181,71bd79cf-1537-412d-8eee-08218c170277,47.55821228027344,-122.29925537109376,POINT (-122.29925537109375 47.55821228027344),0.0,7.0,0,1.5629810655622611,0.0,0.0,0.0,-1,-1.0,0
191675,Obstacle,5.0,12I9sTkiFpccfiSur1DQ7Q,1,128.75,-15.875,0.245369181036949,0.6661911010742181,71bd79cf-1537-412d-8eee-08218c170277,47.55830764770508,-122.29907989501952,POINT (-122.29907989501953 47.55830764770508),0.0,8.0,0,4.737292771590806,0.0,0.0,0.0,-1,-1.0,0
191680,Obstacle,5.0,4mfHQzMmtIITE7-aYxDOvg,1,191.1875,-19.25,0.390775024890899,0.997940063476562,71bd79cf-1537-412d-8eee-08218c170277,47.55803298950195,-122.29924011230467,POINT (-122.29924011230469 47.55803298950195),0.0,7.0,0,5.833127169376625,0.0,0.0,0.0,-1,-1.0,0
191847,Obstacle,4.0,dtjYn_pGuxr9qEp7SUj6mA,3,195.578125,-1.078125,180.27394104003903,-3.220794677734375,412cb868-4a25-4fd2-9133-90ca1ad84468,47.70125198364258,-122.33529663085938,POINT (-122.33529663085938 47.70125198364258),1.0,7.0,0,0.2653763996908124,1.0,0.0,1.0,-1,-1.0,1
192216,Obstacle,4.0,BFIM1nRc0xfysQEHxLZycg,2,52.83035659790039,-10.640625,133.1080780029297,-0.277824401855468,0f4a4101-f006-4365-aee3-503465081d5c,47.5400276184082,-122.32272338867188,POINT (-122.32272338867188 47.5400276184082),0.0,7.0,0,8.235983826463178,1.0,0.0,1.0,-1,-1.0,0
193980,Obstacle,1.0,3Le6fmjKDgS0O1i4M9tnmw,1,271.0,-10.0,89.86334228515625,-4.244743347167969,4b748671-316c-4433-a5a8-499cae639e39,47.69764709472656,-122.32785034179688,POINT (-122.32785034179688 47.69764709472656),0.0,7.0,0,3.600260550126606,1.0,0.0,1.0,-1,-1.0,0
194407,Obstacle,2.0,y_sTlCMQRat76Fq0E9wUYQ,1,310.9375,-20.375,178.86082458496094,1.669647216796875,c1342a0f-dc05-4749-abf8-db4143be33da,47.692909240722656,-122.3447494506836,POINT (-122.3447494506836 47.692909240722656),0.0,7.0,0,4.891797507255183,1.0,0.0,1.0,-1,-1.0,0
194657,Obstacle,5.0,gaCrE2pXvuPQ8-k6BKmiJw,3,178.14285278320312,-13.984375,269.765625,2.643013000488281,d7b84df1-5084-4632-be37-076895b8e0c2,47.563961029052734,-122.27444458007812,POINT (-122.27444458007812 47.563961029052734),0.0,6.0,0,15.906272174900494,1.0,0.0,1.0,-1,-1.0,1
194924,Obstacle,5.0,pGqA8i_HYg0SgT0GOp3a-Q,2,88.16071319580078,-13.767857551574709,91.62299346923828,-0.221542358398437,5673e9da-eb15-4840-a34e-6d7511bf9777,47.70124435424805,-122.31820678710938,POINT (-122.31820678710938 47.70124435424805),0.0,5.0,0,15.477929481303216,1.0,0.0,1.0,-1,-1.0,0
194927,Obstacle,4.0,ThHRLCYdABs8W59VwsxpKQ,2,88.16071319580078,-13.767857551574709,91.49404907226562,-0.099006652832031,5673e9da-eb15-4840-a34e-6d7511bf9777,47.70123291015625,-122.31808471679688,POINT (-122.31808471679688 47.70123291015625),0.0,7.0,0,19.015603109298777,1.0,0.0,1.0,-1,-1.0,0
194931,Obstacle,4.0,n6Ful7PFQF6YSWgvn4JxZg,2,79.58928680419922,-11.267857551574709,92.87287139892578,0.386238098144531,5673e9da-eb15-4840-a34e-6d7511bf9777,47.7013053894043,-122.31784057617188,POINT (-122.31784057617188 47.7013053894043),0.0,7.0,0,4.598133574339034,1.0,0.0,1.0,-1,-1.0,0
194948,Obstacle,3.0,eborzRsl54MIOskVl62yMw,1,97.42857360839844,-22.89285659790039,89.44348907470703,4.996612548828125,5673e9da-eb15-4840-a34e-6d7511bf9777,47.691192626953125,-122.3091049194336,POINT (-122.3091049194336 47.691192626953125),0.0,9.0,0,2.276467316956988,1.0,0.0,1.0,-1,-1.0,0
194951,Obstacle,3.0,b4ZW0vQb4IwrjXHCvNK0yQ,1,32.17856979370117,-31.625,90.54463958740234,8.448677062988281,5673e9da-eb15-4840-a34e-6d7511bf9777,47.6912956237793,-122.30851745605467,POINT (-122.30851745605469 47.6912956237793),1.0,10.0,0,7.552711430885186,1.0,0.0,1.0,-1,-1.0,0
195002,Obstacle,1.0,UQwqYDhH8oGJGv0HwW3jTg,3,35.6875,-7.551339149475098,267.9053955078125,0.117012023925781,75cf9d85-d023-478f-895d-5cac567f0735,47.6907844543457,-122.37663269042967,POINT (-122.37663269042969 47.6907844543457),0.0,5.0,0,2.3397102758311785,1.0,0.0,1.0,-1,-1.0,1
195083,Obstacle,2.0,a0Sqox4ieMgIBbwVKw94Sw,1,266.0691833496094,-28.0625,87.9767837524414,-0.294425964355468,a5604a1d-ff76-4c86-8f0b-9d494c13217d,47.701358795166016,-122.33829498291016,POINT (-122.33829498291016 47.701358795166016),1.0,6.0,0,0.5415530884400792,1.0,0.0,1.0,-1,-1.0,0
195152,Obstacle,4.0,nck6eRwYtZYqbQfNmta2NA,1,228.6875,-35.0,91.38469696044922,-1.254539489746093,75cf9d85-d023-478f-895d-5cac567f0735,47.69852066040039,-122.3186264038086,POINT (-122.3186264038086 47.69852066040039),0.0,6.0,0,22.04210173418073,1.0,0.0,1.0,-1,-1.0,0
195154,Obstacle,5.0,7Poskk-p2lAF_PzLR4daEA,1,268.4375,-33.6875,91.52995300292967,-1.566978454589843,75cf9d85-d023-478f-895d-5cac567f0735,47.69853210449219,-122.31881713867188,POINT (-122.31881713867188 47.69853210449219),0.0,5.0,0,18.42459005462326,1.0,0.0,1.0,-1,-1.0,0
195155,Obstacle,5.0,Knd_MGWhqdfuch54le2gPQ,1,283.09820556640625,-23.5625,91.1851043701172,-2.0621337890625,75cf9d85-d023-478f-895d-5cac567f0735,47.69861602783203,-122.3189697265625,POINT (-122.3189697265625 47.69861602783203),0.0,7.0,0,11.740469859896418,1.0,0.0,1.0,-1,-1.0,0
195158,Obstacle,5.0,a4XRH0eUKcvrNt9Y1-d8Tg,1,269.4821472167969,-28.0625,90.17159271240234,-2.475669860839843,75cf9d85-d023-478f-895d-5cac567f0735,47.69863510131836,-122.3190689086914,POINT (-122.3190689086914 47.69863510131836),0.0,8.0,0,18.40800400075501,1.0,0.0,1.0,-1,-1.0,0
195232,Obstacle,4.0,a_XPoSsq_ReahO55QeLY-w,1,101.625,-35.0,1.087763428688049,8.141937255859375,75cf9d85-d023-478f-895d-5cac567f0735,47.56020736694336,-122.28072357177734,POINT (-122.28072357177734 47.56020736694336),0.0,6.0,0,2.694418050114439,1.0,0.0,1.0,-1,-1.0,0
195291,Obstacle,3.0,HMms-ltfJMA5xuSJhP94Ow,1,306.25,-26.1875,268.94976806640625,-1.431869506835937,c40f7f95-fb17-4674-aaef-24bdc945c794,47.70331954956055,-122.33463287353516,POINT (-122.33463287353516 47.70331954956055),0.0,6.0,0,36.98659020789528,1.0,0.0,1.0,-1,-1.0,0
195701,Obstacle,4.0,t20FcroUGh6AevJ_kd5ZwQ,1,283.0714416503906,-35.0,90.18336486816406,-4.102996826171875,75cf9d85-d023-478f-895d-5cac567f0735,47.70219421386719,-122.32086181640624,POINT (-122.32086181640625 47.70219421386719),0.0,7.0,0,10.715694448870927,1.0,0.0,1.0,-1,-1.0,0
195706,Obstacle,4.0,XQ2vyqqp6ZzVppX5KKgZzw,1,225.8839263916016,-35.0,269.6960144042969,3.859825134277343,75cf9d85-d023-478f-895d-5cac567f0735,47.70218276977539,-122.32107543945312,POINT (-122.32107543945312 47.70218276977539),0.0,6.0,0,14.803729485285947,1.0,0.0,1.0,-1,-1.0,0
195735,Obstacle,4.0,CZTjKc6pAsiehArHVjTMoA,1,281.7589416503906,-35.0,88.9414291381836,-7.664039611816406,75cf9d85-d023-478f-895d-5cac567f0735,47.70222091674805,-122.32192993164062,POINT (-122.32192993164062 47.70222091674805),0.0,5.0,0,0.5396911578353554,1.0,0.0,1.0,-1,-1.0,0
195841,Obstacle,3.0,Il1-p6wCBp1zICLJMMgNFw,1,150.82589721679688,-34.25,90.33789825439452,2.976646423339843,75cf9d85-d023-478f-895d-5cac567f0735,47.69571685791016,-122.31224060058594,POINT (-122.31224060058594 47.695716857910156),0.0,6.0,0,0.1456419816350954,1.0,0.0,1.0,-1,-1.0,0
195966,Obstacle,5.0,hOZ3aGv65H3IWiBBuCmD4g,1,155.4375,-32.75,89.33924102783203,3.706748962402343,31a10f12-d9ef-4bd9-9ae6-1d7196abc42b,47.69412612915039,-122.34376525878906,POINT (-122.34376525878906 47.69412612915039),0.0,6.0,0,4.333714843184548,1.0,0.0,1.0,-1,-1.0,0
196061,Obstacle,4.0,hETTd6Mf-2XviPxqfb8v7w,1,110.71428680419922,-13.625,88.99638366699219,-9.572891235351562,75cf9d85-d023-478f-895d-5cac567f0735,47.70040130615234,-122.38539123535156,POINT (-122.38539123535156 47.700401306152344),0.0,8.0,0,16.92644195218847,1.0,0.0,1.0,-1,-1.0,0
196147,Obstacle,2.0,tM-I0CAJxVn0X-hMSWYquA,1,350.6875,-23.5625,184.75294494628903,0.329673767089843,75cf9d85-d023-478f-895d-5cac567f0735,47.5462532043457,-122.2859115600586,POINT (-122.2859115600586 47.5462532043457),0.0,6.0,0,0.8855778526551086,1.0,0.0,1.0,-1,-1.0,0
196148,Obstacle,2.0,N15OwYDq-trTipt6I_d5fA,1,320.59820556640625,-20.23214340209961,162.1688232421875,-1.184906005859375,75cf9d85-d023-478f-895d-5cac567f0735,47.54661560058594,-122.2861099243164,POINT (-122.2861099243164 47.54661560058594),0.0,6.0,0,6.511230834450181,1.0,0.0,1.0,-1,-1.0,0
196368,Obstacle,1.0,rQe3XvBupfn9nd80v9v4CA,1,316.8214416503906,-16.90625,184.3707275390625,1.735832214355468,0190b836-bc75-477a-a6e2-4ab54231fe46,47.6499252319336,-122.3448715209961,POINT (-122.3448715209961 47.649925231933594),1.0,10.0,0,31.45009977397374,1.0,0.0,1.0,-1,-1.0,0
196401,Obstacle,4.0,LwJMOL7Hgeg0sJ_2_fS50g,1,307.2321472167969,-29.1875,91.13040924072266,-1.55474853515625,75cf9d85-d023-478f-895d-5cac567f0735,47.56078338623047,-122.28331756591795,POINT (-122.28331756591797 47.56078338623047),0.0,6.0,0,16.174203031584923,1.0,0.0,1.0,-1,-1.0,0
196687,Obstacle,4.0,2EKO2kSzH_Ufnc6-xu__UA,2,339.2678527832031,-18.125,0.446159392595291,-0.038169860839843,75cf9d85-d023-478f-895d-5cac567f0735,47.70179748535156,-122.3406753540039,POINT (-122.3406753540039 47.70179748535156),0.0,6.0,0,1.886282132738304,1.0,0.0,1.0,-1,-1.0,0
196739,Obstacle,4.0,KYaG2Tk1oMvpSvsLjF0mmw,2,347.9285583496094,-11.517857551574709,357.0624389648437,0.6548080444335931,75cf9d85-d023-478f-895d-5cac567f0735,47.7035026550293,-122.34070587158205,POINT (-122.34070587158203 47.7035026550293),0.0,6.0,0,16.95747591464615,1.0,0.0,1.0,-1,-1.0,0
196672,Obstacle,4.0,In7HhRr7AeoYJRFaYsefXQ,1,49.92276763916016,-35.0,90.35851287841795,-0.444313049316406,75cf9d85-d023-478f-895d-5cac567f0735,47.70146942138672,-122.3402862548828,POINT (-122.34028625488281 47.70146942138672),0.0,12.0,0,20.33424112120806,1.0,0.0,1.0,-1,-1.0,0
196692,Obstacle,4.0,vMiYV9D3rxW9C5ZXwe8zbw,2,0.33928570151329,-15.089285850524902,359.91748046875,-0.95501708984375,75cf9d85-d023-478f-895d-5cac567f0735,47.701927185058594,-122.3405532836914,POINT (-122.3405532836914 47.701927185058594),0.0,6.0,0,10.64184331792858,1.0,0.0,1.0,-1,-1.0,0
196712,Obstacle,4.0,QpMTqW9NbsCyZIyWcaAB0w,2,356.1428527832031,-14.375,359.21746826171875,-0.385391235351562,75cf9d85-d023-478f-895d-5cac567f0735,47.70264053344727,-122.34066772460938,POINT (-122.34066772460938 47.702640533447266),0.0,7.0,0,11.7558226870617,1.0,0.0,1.0,-1,-1.0,0
197968,Obstacle,3.0,SsUmSgKxRRkIqhzButUwJg,1,28.8125,-13.5625,358.641357421875,0.728218078613281,9804ca28-7cf5-4e6f-b594-20697c91e88f,47.54330825805664,-122.28473663330078,POINT (-122.28473663330078 47.54330825805664),0.0,6.0,0,22.85029537433284,1.0,0.0,1.0,-1,-1.0,0
198292,Obstacle,3.0,b2mkLv7MJMjtIIbY3oFTQA,1,190.1875,-35.0,270.19940185546875,-1.165512084960937,78f67abd-6bf6-4557-8ccb-af0cb444bb41,47.694915771484375,-122.31783294677734,POINT (-122.31783294677734 47.694915771484375),1.0,7.0,0,5.741825796690941,0.0,0.0,0.0,-1,-1.0,0
198444,Obstacle,5.0,uEgZcdwMZuDsgNcuELsviA,2,221.5892791748047,-14.178571701049805,179.27322387695312,1.550117492675781,39a6563b-5ea7-4dc2-904b-94cd4b31aff0,47.70621871948242,-122.32342529296876,POINT (-122.32342529296875 47.70621871948242),0.0,12.0,0,6.325311197006535,1.0,0.0,1.0,-1,-1.0,0
198952,Obstacle,3.0,Ib6Eyf3KuH4zFOpCSZ4AxQ,1,278.4977722167969,-17.75,359.70001220703125,-1.372688293457031,39a6563b-5ea7-4dc2-904b-94cd4b31aff0,47.54316329956055,-122.26192474365234,POINT (-122.26192474365234 47.54316329956055),0.0,7.0,0,27.21409378581972,1.0,0.0,1.0,-1,-1.0,0
199525,Obstacle,3.0,KHbl9THF5SQDbWRpBqfNFQ,1,289.53857421875,-15.535714149475098,90.06425476074219,4.928726196289063,4453a99d-a9b8-46b5-a261-49f5bb52a1d5,47.69855880737305,-122.30660247802734,POINT (-122.30660247802734 47.69855880737305),0.0,6.0,0,26.64981716975635,0.0,0.0,0.0,-1,-1.0,0
199558,Obstacle,3.0,yJH3ss6sDI692NK9mcKXmw,1,22.8125,-35.0,359.9285888671875,-0.73956298828125,5f6610ca-59ed-420d-b690-592400975a71,47.55166244506836,-122.29039764404295,POINT (-122.29039764404297 47.55166244506836),0.0,6.0,0,8.37216560961718,1.0,0.0,1.0,-1,-1.0,0
199778,Obstacle,5.0,vVKJeK1SsrFZ48fsua0-3A,1,180.875,-20.75,188.0455322265625,-2.099685668945312,39a6563b-5ea7-4dc2-904b-94cd4b31aff0,47.55459976196289,-122.26307678222656,POINT (-122.26307678222656 47.55459976196289),0.0,7.0,0,21.44954644938784,1.0,0.0,1.0,-1,-1.0,0
200012,Obstacle,3.0,VUv7CmK7r-lx_mzbWJg5sg,1,319.1875,-35.0,262.42840576171875,0.566108703613281,4d2c1295-c0e7-487e-8a85-0e90e67401d8,47.5527458190918,-122.33440399169922,POINT (-122.33440399169922 47.5527458190918),0.0,6.0,0,15.675361436719044,1.0,1.0,1.0,-1,-1.0,0
