label_id,ground_truth
1396,1
1397,1
1398,1
1399,1
1400,1
1401,1
1402,1
1403,1
1404,1
1405,1
1406,1
1407,1
1408,1
1409,1
1410,1
1411,1
1412,1
1413,1
1414,1
1415,1
1416,1
1417,1
1418,1
1419,1
1420,1
1421,1
1422,1
1423,1
1424,1
1425,1
1426,1
1428,1
1429,0
1431,1
1432,0
1433,1
1434,1
1435,0
1436,1
1437,0
1438,1
1439,0
1440,1
1441,1
1442,1
1443,0
1444,1
1445,0
1446,1
1447,0
1448,1
1449,0
1450,1
1451,0
1453,0
1454,1
1455,0
1456,0
1457,0
1458,0
1459,0
1462,0
1463,0
1464,1
1465,1
1466,1
1467,1
1472,1
1475,1
1489,1
1515,1
1518,1
1519,1
1525,1
1532,1
1602,1
1603,1
1604,1
1605,1
1606,1
1607,1
1608,1
1609,1
1610,1
1611,1
1612,1
1613,1
1614,1
1615,1
1623,1
1625,1
1627,1
1637,1
1639,1
1647,1
1648,1
1651,0
1654,0
1656,1
1661,1
1664,1
1665,1
1666,1
1667,1
1668,1
1669,1
1670,1
1671,1
1675,1
1676,1
1679,1
1680,1
1684,1
1685,1
1686,1
1687,1
1689,1
1690,1
1691,1
1692,0
1693,1
1694,1
1695,1
1696,0
1697,0
1698,1
1700,0
1701,0
1702,1
1703,0
1704,1
1705,0
1707,0
1708,1
1710,0
1711,0
1712,1
1713,1
1714,1
1716,1
1717,1
1718,0
1719,1
1720,1
1721,1
1722,1
1723,1
1724,0
1725,1
1726,1
1728,1
1729,0
1730,1
1731,1
1732,1
1733,1
1736,1
1737,1
1738,1
1740,0
1741,0
1742,0
1743,0
1744,1
1746,1
1747,1
1748,1
1749,0
1751,0
1752,0
1766,1
1767,1
1768,1
1769,1
1774,1
1789,1
1793,1
1796,1
1798,0
1799,1
1800,0
1801,1
1802,1
1804,0
1805,1
1807,0
1808,1
1809,1
1811,1
1812,1
1813,1
1814,1
1815,0
1818,1
1823,0
1828,1
1829,1
1830,1
1831,1
1834,1
1837,1
1840,1
1842,0
1849,0
1852,1
1856,1
1861,1
1863,0
1866,1
1867,1
1868,1
1871,0
1876,0
1881,0
1886,1
1887,1
1888,1
1889,1
1891,0
1892,1
1893,1
1896,0
1899,1
1900,0
1902,0
1903,0
1904,0
1905,1
1906,0
1907,1
1909,1
1910,1
1911,1
1912,1
1913,1
1914,1
1915,1
1917,1
1918,1
1919,1
1922,1
1923,1
1924,1
1925,1
1926,1
1928,1
1929,1
1932,1
1933,1
1934,1
1935,1
1936,1
1937,1
1939,1
1940,1
1941,1
1942,1
1943,1
1944,1
1945,1
1947,1
1948,1
1949,0
1950,0
1951,1
1952,1
1953,1
1954,1
1955,1
1956,0
1957,1
1958,1
1959,1
1960,1
1961,1
1962,1
1964,1
1965,1
1966,1
1967,1
1968,1
1969,1
1970,1
1972,1
1975,1
1976,1
1977,1
1979,1
1981,1
1982,1
1983,1
1984,1
1987,1
1988,1
1989,0
1990,1
1991,1
1992,1
1993,1
1994,1
1995,1
1996,1
1997,1
1998,1
1999,1
2000,1
2001,1
2002,1
2003,0
2004,1
2005,1
2006,1
2007,1
2008,1
2009,1
2010,1
2011,1
2012,1
2013,0
2014,1
2016,1
2017,1
2018,1
2019,1
2020,1
2021,1
2022,1
2024,1
2025,1
2026,0
2027,1
2028,1
2031,1
2032,1
2033,1
2034,0
2035,1
2036,1
2038,1
2040,1
2041,1
2042,1
2044,1
2045,1
2047,1
2051,1
2053,1
2054,1
2055,1
2056,1
2057,1
2059,1
2060,1
2062,1
2063,1
2064,1
2066,1
2067,1
2068,1
2070,0
2072,1
2076,1
2077,1
2078,1
2080,0
2082,1
2084,0
2085,1
2086,1
2087,1
2088,1
2090,1
2091,1
2092,1
2095,0
2096,1
2097,1
2098,1
2100,1
2101,0
2102,1
2104,1
2107,1
2109,1
2112,1
2113,1
2115,1
2118,1
2120,1
2124,1
2125,1
2126,1
2127,0
2128,1
2129,1
2132,1
2133,1
2134,1
2136,1
2139,1
2143,1
2144,1
2145,1
2146,1
2147,0
2148,1
2149,1
2150,1
2151,1
2152,1
2153,1
2156,1
2157,1
2160,1
2162,1
2168,1
2169,1
2170,1
2171,1
2172,1
2173,1
2175,1
2176,1
2177,1
2178,1
2179,1
2181,1
2182,1
2183,1
2184,1
2191,1
2192,1
2193,1
2195,1
2198,1
2199,1
2200,1
2202,1
2204,1
2205,1
2207,1
2208,1
2209,1
2212,1
2213,1
2215,1
2216,1
2217,1
2219,1
2221,1
2222,1
2223,1
2225,1
2226,1
2227,1
2229,1
2230,1
2231,1
2234,1
2235,1
2236,1
2237,1
2238,1
2239,1
2240,1
2241,1
2242,1
2243,1
2244,1
2245,1
2246,0
2247,1
2248,1
2249,1
2251,1
2252,1
2254,1
2255,1
2256,1
2258,1
2259,1
2260,1
2261,1
2262,1
2263,1
2264,1
2265,1
2266,1
2267,1
2268,1
2269,1
2270,1
2271,1
2273,1
2274,1
2275,1
2276,1
2277,1
2278,1
2279,1
2280,1
2281,1
2282,1
2284,1
2286,1
2287,1
2288,1
2289,1
2290,1
2291,1
2292,1
2293,1
2294,1
2296,1
2297,1
2298,1
2299,1
2300,1
2301,1
2302,1
2303,1
2305,1
2306,1
2307,1
2308,1
2309,1
2310,1
2311,1
2312,1
2313,1
2314,1
2315,1
2316,1
2317,1
2318,1
2321,1
2322,1
2323,1
2324,1
2325,1
2326,1
2327,1
2328,1
2329,1
2331,1
2332,1
2333,1
2334,1
2335,1
2336,1
2337,1
2338,1
2339,1
2340,1
2341,1
2342,1
2343,1
2344,1
2345,1
2346,1
2347,1
2349,1
2350,1
2351,1
2352,1
2354,1
2355,1
2357,1
2358,1
2359,1
2361,1
2362,1
2363,1
2364,1
2365,1
2366,1
2367,1
2369,1
2370,1
2371,1
2373,1
2377,1
2378,1
2379,1
2380,1
2382,1
2383,1
2385,1
2386,1
2388,1
2389,1
2391,1
2392,1
2393,1
2394,1
2396,1
2397,1
2398,1
2400,1
2401,1
2405,1
2407,1
2408,1
2409,1
2410,1
2411,1
2412,1
2414,1
2415,1
2416,1
2417,0
2420,1
2421,1
2422,1
2423,1
2424,1
2425,1
2427,1
2428,1
2429,1
2430,1
2431,1
2432,1
2433,1
2434,0
2435,1
2437,1
2438,0
2439,0
2440,1
2441,1
2442,0
2443,1
2444,1
2445,1
2446,1
2447,1
2448,1
2449,1
2450,1
2451,0
2452,1
2453,1
2454,1
2455,1
2456,1
2457,1
2458,0
2459,1
2460,1
2462,0
2463,1
2464,1
2466,1
2468,1
2469,1
2470,1
2472,1
2473,1
2474,1
2475,1
2476,1
2477,1
2478,1
2479,1
2480,1
2481,1
2482,1
2483,1
2484,1
2485,1
2487,1
2488,1
2489,1
2490,1
2491,1
2492,1
2493,1
2494,1
2495,1
2496,1
2497,1
2498,1
2499,1
2500,1
2501,1
2502,1
2503,1
2504,1
2505,1
2506,1
2508,1
2509,1
2510,1
2511,1
2513,1
2514,1
2515,1
2516,1
2517,1
2518,1
2519,0
2520,1
2521,1
2522,1
2523,1
2524,1
2525,1
2526,1
2527,1
2528,1
2529,1
2530,1
2531,1
2532,1
2533,1
2535,0
2536,1
2537,1
2538,1
2539,1
2540,1
2541,1
2542,1
2543,1
2544,1
2545,0
2546,1
2547,1
2549,1
2550,1
2551,1
2552,1
2553,1
2554,1
2555,1
2556,1
2557,1
2558,1
2559,1
2561,1
2563,1
2564,1
2565,1
2566,1
2568,1
2569,1
2570,0
2571,1
2574,1
2575,1
2578,1
2579,1
2581,1
2582,1
2584,1
2585,1
2586,1
2587,1
2588,1
2589,1
2590,1
2591,1
2592,1
2593,1
2594,1
2595,0
2596,1
2597,1
2598,1
2599,0
2600,0
2601,1
2602,1
2603,1
2604,1
2605,1
2606,1
2607,1
2608,1
2609,1
2610,1
2611,1
2612,1
2613,1
2614,1
2615,1
2616,1
2617,1
2618,0
2619,1
2620,1
2621,1
2622,1
2623,0
2624,1
2625,1
2626,1
2627,0
2628,0
2629,0
2630,0
2631,1
2632,1
2633,1
2634,1
2635,0
2636,1
2637,1
2638,1
2639,1
2640,1
2641,1
2642,1
2643,1
2644,1
2645,1
2646,1
2648,1
2649,1
2650,1
2651,1
2652,0
2654,1
2655,0
2656,1
2659,0
2664,1
2666,1
2667,1
2668,1
2669,0
2671,1
2672,0
2674,0
2684,1
2685,0
2688,1
2689,1
2691,1
2694,0
2695,1
2696,1
2697,1
2698,0
2700,1
2701,1
2702,0
2703,1
2705,1
2709,1
2711,1
2712,0
2713,1
2714,1
2715,1
2716,1
2719,1
2721,1
2722,1
2723,1
2724,1
2725,1
2726,1
2727,1
2728,1
2730,1
2731,1
2732,1
2734,1
2735,1
2736,1
2737,1
2738,1
2739,1
2740,1
2741,1
2742,1
2743,1
2744,1
2745,1
2746,0
2747,0
2748,1
2749,1
2750,1
2751,1
2752,1
2753,1
2755,0
2756,1
2758,1
2759,1
2761,1
2763,1
2765,1
2766,1
2767,1
2770,1
2771,1
2772,1
2773,1
2774,1
2779,1
2781,1
2782,1
2783,1
2784,1
2785,1
2786,1
2787,0
2788,1
2789,1
2793,1
2794,1
2795,1
2796,1
2797,1
2798,1
2799,1
2800,1
2801,1
2802,1
2803,1
2804,0
2805,1
2806,1
2807,0
2809,1
2810,0
2811,1
2812,1
2813,1
2814,1
2815,1
2816,1
2817,1
2818,1
2819,1
2820,1
2824,1
2826,1
2827,1
2828,1
2829,1
2830,1
2835,1
2836,1
2837,1
2840,1
2842,1
2844,1
2845,1
2849,1
2852,1
2854,1
2856,1
2857,1
2858,1
2859,1
2860,1
2861,1
2862,0
2864,1
2866,1
2868,1
2869,1
2871,1
2872,1
2875,1
2876,1
2878,0
2880,1
2883,0
2885,0
2886,0
2890,0
2891,0
2892,1
2893,0
2894,0
2895,0
2896,0
2897,1
2901,0
2903,0
2909,0
2911,1
2913,1
2916,1
2925,1
2928,1
2929,1
2930,1
2931,1
2934,1
2935,1
2936,1
2937,1
2940,1
2941,1
2942,1
2943,1
2945,1
2946,1
2949,1
2950,1
2952,1
2953,1
2954,1
2955,1
2956,0
2957,1
2958,1
2959,1
2960,1
2962,1
2963,1
2964,1
2965,1
2966,1
2971,1
2975,1
2979,1
2983,1
2984,1
2988,1
2992,1
2996,1
2997,1
2998,1
3000,1
3006,1
3009,1
3011,1
3014,1
3016,1
3017,1
3019,1
3022,1
3023,1
3027,1
3030,1
3033,1
3034,1
3037,1
3038,1
3045,1
3048,1
3049,1
3052,1
3053,1
3054,1
3057,1
3058,1
3062,1
3063,1
3064,1
3067,1
3068,1
3069,1
3070,1
3071,1
3072,0
3073,1
3074,1
3075,1
3076,1
3077,1
3079,1
3082,1
3083,1
3084,1
3085,1
3086,1
3087,1
3088,1
3089,1
3090,1
3091,1
3092,1
3093,1
3094,1
3095,1
3096,0
3097,1
3098,1
3099,1
3102,1
3104,1
3108,1
3110,1
3111,1
3112,0
3114,1
3115,1
3116,1
3117,0
3120,1
3121,1
3124,1
3126,1
3127,1
3128,1
3129,1
3131,1
3132,1
3133,1
3135,1
3136,1
3137,1
3138,1
3140,1
3143,1
3144,1
3146,1
3147,1
3148,1
3149,1
3150,1
3152,0
3153,1
3154,1
3158,1
3160,1
3162,1
3163,1
3167,1
3168,1
3170,1
3171,1
3174,1
3178,1
3180,1
3181,1
3183,1
3184,1
3185,1
3189,1
3190,1
3191,1
3193,1
3195,1
3196,1
3197,1
3198,1
3200,1
3201,1
3202,1
3203,0
3205,1
3206,1
3207,0
3210,1
3212,0
3215,1
3221,1
3222,1
3224,1
3226,0
3228,0
3232,1
3238,0
3239,0
3240,1
3243,1
3244,1
3246,1
3247,1
3248,1
3249,1
3250,0
3251,1
3252,1
3253,1
3254,1
3255,1
3256,1
3257,1
3258,1
3260,1
3261,1
3262,1
3263,1
3264,1
3265,1
3266,1
3267,1
3268,1
3269,1
3270,1
3271,1
3272,1
3273,1
3274,1
3275,1
3276,1
3277,1
3278,1
3279,1
3280,1
3281,1
3282,1
3284,1
3286,1
3287,1
3288,1
3289,1
3290,1
3292,1
3293,1
3294,1
3295,1
3296,1
3297,1
3299,1
3300,1
3301,1
3302,1
3303,1
3304,1
3305,1
3306,1
3307,1
3308,1
3311,1
3312,1
3313,1
3314,1
3315,1
3316,0
3317,1
3318,1
3319,1
3320,1
3321,1
3322,1
3324,1
3325,1
3326,1
3327,1
3328,1
3329,1
3331,1
3332,0
3334,1
3335,1
3336,1
3337,1
3338,1
3339,1
3340,1
3341,1
3343,1
3344,1
3345,1
3346,1
3347,1
3348,1
3349,0
3350,0
3351,1
3352,1
3353,1
3354,1
3355,1
3356,1
3358,1
3359,1
3360,1
3361,1
3362,1
3364,1
3366,1
3367,0
3368,0
3370,1
3372,1
3375,1
3376,1
3378,1
3379,1
3382,1
3383,1
3384,1
3385,0
3387,1
3388,0
3389,1
3390,1
3391,1
3393,1
3394,1
3396,1
3398,1
3399,1
3400,1
3401,0
3402,1
3403,1
3404,1
3405,1
3406,1
3407,0
3408,1
3409,1
3410,1
3411,1
3412,0
3415,0
3416,1
3417,1
3419,1
3420,1
3421,0
3422,1
3423,1
3424,1
3425,1
3427,1
3428,1
3429,1
3430,1
3432,1
3433,1
3434,1
3435,1
3437,1
3438,1
3439,0
3440,1
3441,1
3442,1
3444,1
3446,1
3447,1
3449,0
3450,1
3451,1
3452,0
3453,1
3454,1
3455,1
3456,1
3457,1
3458,1
3459,1
3460,1
3461,1
3462,1
3463,1
3464,1
3465,1
3466,1
3468,1
3469,1
3470,1
3471,1
3472,1
3473,1
3474,1
3475,1
3476,1
3477,1
3478,1
3479,1
3480,1
3481,1
3482,1
3483,1
3484,1
3485,1
3486,1
3487,1
3488,1
3489,1
3491,1
3493,1
3494,0
3495,1
3496,1
3497,0
3499,1
3500,1
3501,0
3502,1
3503,1
3504,0
3507,1
3508,1
3509,1
3511,1
3512,1
3514,1
3515,1
3516,1
3517,1
3518,0
3519,1
3521,1
3524,1
3527,1
3529,1
3530,1
3531,1
3532,1
3533,1
3534,1
3535,1
3536,1
3537,1
3538,1
3539,1
3540,1
3541,1
3542,1
3543,1
3544,1
3545,1
3546,1
3548,1
3549,1
3550,1
3551,1
3552,1
3553,1
3554,1
3555,1
3556,1
3557,1
3558,1
3559,1
3560,1
3561,1
3562,1
3563,1
3564,1
3565,1
3566,1
3567,1
3568,1
3569,1
3570,1
3571,1
3572,1
3573,1
3574,1
3575,1
3576,1
3577,1
3578,1
3579,1
3580,1
3581,1
3582,1
3583,1
3584,1
3585,1
3586,1
3587,1
3588,1
3589,1
3590,1
3591,1
3592,1
3593,1
3594,1
3595,1
3596,1
3597,1
3599,1
3600,1
3601,1
3602,1
3603,1
3604,1
3605,1
3606,1
3607,1
3608,1
3609,1
3610,1
3611,1
3612,1
3613,1
3614,1
3615,1
3616,1
3617,1
3618,1
3619,1
3620,1
3621,1
3622,1
3623,1
3624,1
3625,1
3627,1
3628,1
3629,1
3630,1
3631,1
3632,1
3634,1
3635,1
3636,1
3637,1
3638,1
3641,1
3642,1
3643,1
3644,1
3645,1
3646,1
3647,1
3648,1
3650,1
3651,1
3653,1
3655,1
3656,1
3657,1
3658,1
3659,1
3661,1
3662,1
3663,1
3664,1
3665,1
3666,1
3667,0
3670,1
3673,1
3674,1
3675,1
3676,1
3677,1
3678,1
3679,1
3718,0
3719,1
3720,1
3721,1
3722,1
3724,1
3727,1
3735,1
3736,1
3737,1
3738,1
3739,1
3740,0
3741,1
3742,1
3743,1
3744,1
3745,1
3746,1
3747,0
3748,0
3749,0
3750,0
3751,1
3752,1
3753,1
3754,1
3755,0
3756,0
3757,0
3773,1
3787,1
3797,1
3799,1
3800,1
3803,1
3805,1
3808,1
3813,1
3814,1
3815,1
3817,1
3818,1
3819,1
3820,1
3821,1
3822,1
3823,1
3824,1
3825,1
3826,1
3827,1
3828,1
3829,1
3830,1
3831,1
3832,1
3834,1
3835,1
3836,1
3837,1
3838,1
3839,1
3840,1
3841,1
3844,0
3845,0
3847,0
3848,0
3849,0
3850,1
3851,1
3852,0
3853,0
3854,1
3855,1
3886,1
3921,1
3950,1
4126,1
4128,1
4129,1
4130,1
4131,1
4132,1
4133,1
4134,1
4135,1
4136,1
4137,1
4138,1
4139,1
4140,1
4141,1
4142,1
4143,1
4144,1
4145,1
4146,1
4147,1
4148,1
4149,1
4150,1
4151,1
4152,1
4153,1
4154,1
4155,1
4156,1
4157,1
4158,1
4159,1
4160,1
4161,1
4162,1
4163,1
4164,1
4165,1
4166,1
4167,1
4168,1
4169,1
4170,1
4171,1
4172,1
4173,1
4174,1
4175,1
4176,1
4177,1
4178,1
4179,1
4180,1
4181,1
4182,1
4183,1
4184,1
4186,1
4187,1
4188,1
4189,1
4190,1
4191,1
4192,1
4220,1
4383,1
4407,1
4414,1
4422,1
4423,1
4425,1
4478,1
4494,1
4498,1
4518,1
4519,1
4542,1
4554,0
4580,1
4590,1
4619,1
4720,1
4749,1
4756,1
4765,1
4934,1
4980,1
4981,1
4982,1
4983,1
4984,1
4985,1
4987,1
4988,1
4989,1
4990,1
4991,1
4992,1
4993,1
4994,1
4995,1
4996,1
4997,1
4998,0
4999,1
5000,1
5001,1
5002,1
5004,0
5010,1
5011,1
5036,1
5038,1
5039,1
5042,1
5043,1
5044,1
5049,0
5050,0
5061,0
5062,0
5063,1
5065,0
5072,1
5074,1
5075,1
5076,1
5077,1
5085,0
5092,1
5093,1
5095,1
5104,0
5108,1
5109,1
5110,1
5111,1
5112,0
5113,1
5114,1
5117,1
5119,1
5121,0
5124,1
5125,0
5126,1
5131,0
5132,0
5143,0
5144,0
5156,1
5157,1
5159,1
5160,1
5163,1
5165,1
5185,1
5186,1
5188,1
5189,1
5192,0
5193,0
5195,1
5207,0
5208,0
5209,0
5210,0
5215,1
5216,1
5217,1
5218,1
5219,1
5220,1
5221,1
5222,1
5223,1
5224,1
5226,1
5227,1
5228,1
5229,1
5230,1
5231,1
5232,1
5233,1
5234,1
5242,1
5243,1
5244,1
5245,1
5247,1
5248,1
5249,1
5250,1
5251,1
5252,1
5253,1
5254,1
5255,1
5256,1
5257,1
5258,1
5259,1
5260,1
5262,1
5263,1
5264,1
5265,1
5266,1
5267,1
5268,1
5269,1
5270,1
5271,1
5272,1
5273,1
5274,1
5275,1
5277,1
5278,1
5279,1
5280,1
5281,1
5282,1
5283,1
5284,1
5285,1
5286,1
5287,1
5289,1
5290,1
5292,1
5293,1
5294,1
5295,1
5296,1
5297,1
5303,1
5304,1
5306,1
5307,1
5308,1
5309,1
5310,1
5311,1
5312,1
5313,1
5314,1
5315,1
5316,1
5317,1
5318,1
5319,1
5320,1
5321,1
5322,1
5323,1
5324,1
5325,1
5326,1
5327,1
5328,1
5329,1
5330,1
5331,1
5332,1
5333,1
5334,1
5335,1
5336,1
5337,0
5338,1
5343,1
5344,1
5345,1
5346,1
5347,1
5348,1
5351,1
5352,1
5353,1
5354,1
5355,1
5357,1
5358,1
5359,1
5371,1
5372,1
5373,1
5374,1
5376,1
5378,1
5379,1
5387,1
5388,1
5390,1
5391,1
5392,1
5393,1
5394,1
5395,1
5396,1
5397,1
5424,1
5425,1
5426,1
5427,1
5428,1
5429,1
5430,1
5431,1
5432,1
5433,1
5434,1
5442,1
5443,1
5446,1
5447,1
5448,1
5449,1
5450,1
5451,1
5452,1
5453,1
5454,1
5455,1
5457,1
5458,1
5459,1
5461,1
5462,1
5463,1
5464,1
5465,1
5466,1
5467,1
5468,1
5469,1
5470,1
5471,0
5472,1
5473,1
5474,1
5475,1
5476,1
5484,1
5485,1
5486,0
5487,1
5488,0
5490,1
5491,1
5492,1
5493,1
5494,1
5495,1
5496,1
5497,1
5498,0
5499,0
5500,0
5501,0
5502,1
5503,0
5504,1
5505,1
5506,1
5507,1
5508,0
5509,0
5510,0
5511,0
5512,0
5513,0
5514,1
5515,1
5516,1
5518,1
5688,1
5701,1
5704,1
5854,1
6082,1
6132,1
6133,1
6134,1
6135,1
6136,1
6137,1
6138,1
6139,1
6140,1
6142,1
6143,1
6144,1
6152,0
6153,0
6158,1
6161,0
6162,1
6163,1
6164,1
6169,1
6170,1
6171,1
6172,1
6194,1
6217,1
6232,1
6343,1
6381,1
6408,1
6445,1
6446,1
6448,1
6449,0
6451,1
6452,1
6453,1
6454,1
6455,1
6456,1
6457,1
6458,0
6459,1
6461,0
6463,1
6465,1
6468,0
6471,1
6472,1
6473,1
6474,1
6475,1
6476,1
6478,1
6479,1
6481,1
6482,1
6486,1
6489,1
6581,1
6603,1
6660,1
6661,1
6662,1
6663,1
6665,1
6666,1
6667,1
6669,1
6670,1
6671,1
6672,1
6673,1
6674,1
6676,1
6677,1
6678,1
6679,1
6680,1
6681,1
6683,1
6729,1
6730,1
6731,1
6732,1
6734,1
6735,1
6736,1
6737,1
6738,1
6739,1
6789,1
6808,1
6809,1
6810,1
6812,1
6813,1
6814,1
6815,1
6816,1
6817,1
6818,1
6819,1
6820,1
6822,0
6824,0
6825,0
6827,0
6828,0
6829,1
6837,1
6838,1
6839,1
6840,1
6841,1
6842,1
6843,1
6845,1
6847,1
6848,1
6856,1
6857,1
6858,1
6861,1
6862,1
6863,1
6865,1
6866,1
6867,1
6868,1
6869,1
6877,1
6878,1
6879,1
6881,1
6882,1
6883,0
6884,0
6886,1
6887,1
6889,1
6890,1
6891,1
6920,1
6921,1
6922,1
6923,1
6924,1
6925,1
6928,1
6929,1
6930,1
6931,1
6932,1
6933,1
6934,1
6935,1
6936,1
6937,1
6939,1
6940,1
6941,0
6943,1
6944,1
6945,1
6946,1
6947,1
6950,1
6951,1
6952,1
6953,1
6954,1
6955,1
6957,1
6958,1
6961,1
6962,0
6963,0
6964,0
6965,0
6966,0
6967,0
6968,0
6969,0
6970,0
6973,1
6978,1
6981,1
6983,1
6984,1
6985,1
6986,1
6987,1
6988,1
6989,1
6990,0
6991,1
7003,1
7097,1
7098,1
7100,1
7101,1
7102,1
7103,1
7104,1
7105,1
7106,1
7107,1
7108,1
7109,1
7110,1
7111,1
7112,1
7113,1
7114,1
7115,1
7116,1
7117,1
7119,1
7120,1
7121,1
7122,1
7123,0
