city,label_id,mikey_validated,jon_validated
seattle,4324,f,t
seattle,4325,f,t
seattle,4326,t,f
seattle,4327,f,t
seattle,4328,f,t
seattle,4331,f,t
seattle,4337,f,t
seattle,4405,f,t
seattle,4407,f,t
seattle,4424,t,f
seattle,4440,t,t
seattle,4446,f,t
seattle,4447,t,f
seattle,4448,f,t
seattle,4453,f,t
seattle,4459,t,f
seattle,4460,f,t
seattle,4463,t,f
seattle,4467,f,t
seattle,4472,t,f
seattle,4483,f,t
seattle,4507,t,f
seattle,4525,t,t
seattle,4528,f,t
seattle,4538,f,t
seattle,4552,f,t
seattle,4562,t,f
seattle,4563,f,t
seattle,4572,f,t
seattle,4583,f,t
seattle,4606,t,t
seattle,4607,f,t
seattle,4614,t,t
seattle,4690,f,t
seattle,4710,t,f
seattle,4721,f,t
seattle,4739,f,t
seattle,4740,f,t
seattle,4743,f,t
seattle,4781,f,t
seattle,4791,t,f
seattle,4808,t,f
seattle,4836,t,f
seattle,4841,f,t
seattle,4851,f,t
seattle,4866,f,t
seattle,4868,t,t
seattle,4874,f,t
seattle,4880,f,t
seattle,4886,t,t
seattle,4892,t,f
seattle,4894,f,t
seattle,4900,t,f
seattle,4905,t,t
seattle,4907,f,t
seattle,4910,f,t
seattle,4916,f,t
seattle,4920,t,t
seattle,4921,t,t
seattle,4923,t,f
seattle,4932,f,t
seattle,4944,f,t
seattle,4963,f,t
seattle,4970,f,t
seattle,4992,f,t
seattle,5026,t,f
seattle,5033,f,t
seattle,5045,f,t
seattle,5054,t,f
seattle,5059,f,t
seattle,5074,f,t
seattle,5078,f,t
seattle,5109,f,t
seattle,5118,f,t
seattle,5134,f,t
seattle,5136,f,t
seattle,5137,f,t
seattle,5138,f,t
seattle,5141,f,t
seattle,5142,t,f
seattle,5158,t,f
seattle,5161,f,t
seattle,5163,f,t
seattle,5199,f,t
seattle,5203,f,t
seattle,5204,f,t
seattle,5208,t,t
seattle,5211,t,f
seattle,5230,f,t
seattle,5236,f,t
seattle,5246,t,t
seattle,5319,t,t
seattle,5326,f,t
seattle,5331,f,t
seattle,5338,t,t
seattle,5342,f,t
seattle,5348,f,t
seattle,5349,f,t
seattle,5353,t,t
seattle,5362,f,t
seattle,5363,f,t
seattle,5372,t,f
seattle,5388,t,t
seattle,5390,t,t
seattle,5395,t,t
seattle,5399,f,t
seattle,5400,f,t
seattle,5446,f,t
seattle,5450,t,t
seattle,5452,f,t
seattle,5463,t,f
seattle,5469,f,t
seattle,5471,t,f
seattle,5473,f,t
seattle,5505,t,t
seattle,5513,t,f
seattle,5530,t,f
seattle,5542,f,t
seattle,5569,f,t
seattle,5592,t,f
seattle,5696,f,t
seattle,5697,f,t
seattle,5698,t,f
seattle,5713,t,f
seattle,5740,f,t
seattle,5748,f,t
seattle,5757,t,f
seattle,5762,f,t
seattle,5774,t,f
seattle,5803,f,t
seattle,5804,f,t
seattle,5956,f,t
seattle,5957,f,t
seattle,6203,f,t
seattle,6205,t,t
seattle,6213,t,t
seattle,6285,f,t
seattle,6313,f,t
seattle,6355,t,f
seattle,6395,t,f
seattle,6414,f,t
seattle,6415,f,t
seattle,6430,f,t
seattle,6431,f,t
seattle,6439,f,t
seattle,6462,f,t
seattle,6463,t,t
seattle,6472,t,f
seattle,6473,t,t
seattle,6474,t,t
seattle,6481,f,t
seattle,6483,t,t
seattle,6484,f,t
seattle,6527,f,t
seattle,6533,f,t
seattle,6571,f,t
seattle,6573,t,t
seattle,6588,f,t
seattle,6592,f,t
seattle,6594,t,f
seattle,6598,t,f
seattle,6601,f,t
seattle,6603,f,t
seattle,6627,t,t
seattle,6631,f,t
seattle,6657,f,t
seattle,6658,t,f
seattle,6735,f,t
seattle,6766,f,t
seattle,6800,f,t
seattle,6803,t,f
seattle,6896,f,t
seattle,6919,f,t
seattle,6959,t,t
seattle,6984,f,t
seattle,6986,t,f
seattle,6992,f,t
seattle,6998,t,f
seattle,7000,f,t
seattle,7017,f,t
seattle,7033,f,t
seattle,7036,f,t
seattle,7044,f,t
seattle,7086,f,t
seattle,7087,t,f
seattle,7091,f,t
seattle,7093,f,t
seattle,7095,f,t
seattle,7097,f,t
seattle,7119,f,t
seattle,7173,t,f
seattle,7199,f,t
seattle,7207,f,t
seattle,7210,t,t
seattle,7236,f,t
seattle,7246,f,t
seattle,7254,f,t
seattle,7277,t,f
seattle,7281,f,t
seattle,7285,t,f
seattle,7407,f,t
seattle,7422,t,t
seattle,7423,f,t
seattle,7427,f,t
seattle,7439,f,t
seattle,7440,f,t
seattle,7456,f,t
seattle,7467,f,t
seattle,7534,f,t
seattle,7587,f,t
seattle,7588,f,t
seattle,7590,f,t
seattle,7593,t,f
seattle,7594,t,t
seattle,7595,f,t
seattle,7596,f,t
seattle,7597,f,t
seattle,7603,f,t
seattle,7606,f,t
seattle,7643,f,t
seattle,7651,f,t
seattle,7664,f,t
seattle,7711,f,t
seattle,7780,t,f
seattle,7915,t,f
seattle,7928,f,t
seattle,7946,t,f
seattle,7975,f,t
seattle,8007,f,t
seattle,8008,f,t
seattle,8013,f,t
seattle,8014,f,t
seattle,8020,f,t
seattle,8029,f,t
seattle,8031,f,t
seattle,8053,f,t
seattle,8054,t,f
seattle,8072,f,t
seattle,8097,f,t
seattle,8157,f,t
seattle,8185,f,t
seattle,8197,f,t
seattle,8291,t,f
seattle,8444,f,t
seattle,8452,f,t
seattle,8478,f,t
seattle,8626,t,t
seattle,8640,t,f
seattle,8642,f,t
seattle,8650,f,t
seattle,8651,f,t
seattle,8687,f,t
seattle,8851,f,t
seattle,8884,t,f
seattle,8893,f,t
seattle,8911,t,f
seattle,8914,t,t
seattle,8932,f,t
seattle,8942,f,t
seattle,8955,f,t
seattle,8994,f,t
seattle,8998,f,t
seattle,9009,t,f
seattle,9059,f,t
seattle,9074,f,t
seattle,9078,f,t
seattle,9110,t,t
seattle,9161,f,t
seattle,9176,f,t
seattle,9178,f,t
seattle,9182,f,t
seattle,9187,f,t
seattle,9192,f,t
seattle,9194,f,t
seattle,9195,f,t
seattle,9209,f,t
seattle,9240,f,t
seattle,9241,f,t
seattle,9247,t,f
seattle,9249,f,t
seattle,9254,f,t
seattle,9257,f,t
seattle,9259,f,t
seattle,9275,f,t
seattle,9277,f,t
seattle,9292,f,t
seattle,9297,f,t
seattle,9308,f,t
seattle,9315,f,t
seattle,9337,f,t
seattle,9351,t,f
seattle,9362,t,t
seattle,9383,f,t
seattle,9390,f,t
seattle,9409,f,t
seattle,9440,f,t
seattle,9489,f,t
seattle,9510,t,f
seattle,9530,t,f
seattle,9533,f,t
seattle,9535,t,f
seattle,9536,f,t
seattle,9554,f,t
seattle,9564,f,t
seattle,9573,f,t
seattle,9585,f,t
seattle,9589,f,t
seattle,9593,f,t
seattle,9594,t,f
seattle,9595,f,t
seattle,9602,f,t
seattle,9619,f,t
seattle,9630,f,t
seattle,9642,f,t
seattle,9648,t,f
seattle,9686,f,t
seattle,9708,f,t
seattle,9713,f,t
seattle,9729,f,t
seattle,9746,f,t
seattle,9758,f,t
seattle,9759,f,t
seattle,9835,t,f
seattle,9966,t,f
seattle,9973,t,f
seattle,10010,f,t
seattle,10012,f,t
seattle,10046,t,f
seattle,10061,t,t
seattle,10062,f,t
seattle,10084,t,t
seattle,10151,t,f
seattle,10221,f,t
seattle,10388,f,t
seattle,10390,t,f
seattle,10412,f,t
seattle,10413,f,t
seattle,10479,f,t
seattle,10480,f,t
seattle,10497,f,t
seattle,10551,t,t
seattle,10559,f,t
seattle,10560,f,t
seattle,10593,f,t
seattle,10625,f,t
seattle,10699,f,t
seattle,10772,t,t
seattle,10784,f,t
seattle,10934,t,f
seattle,10941,f,t
seattle,10955,t,f
seattle,10956,f,t
seattle,10967,f,t
seattle,10991,f,t
seattle,11026,t,f
seattle,11064,f,t
seattle,11067,f,t
seattle,11072,t,t
seattle,11084,f,t
seattle,11088,t,f
seattle,11106,t,f
seattle,11129,t,f
seattle,11135,f,t
seattle,11154,f,t
seattle,11161,t,f
seattle,11175,f,t
seattle,11179,f,t
seattle,11199,f,t
seattle,11211,t,f
seattle,11221,t,f
seattle,11234,f,t
seattle,11242,f,t
seattle,11247,f,t
seattle,11251,f,t
seattle,11255,f,t
seattle,11257,t,f
seattle,11270,f,t
seattle,11276,t,f
seattle,11280,t,t
seattle,11286,t,f
seattle,11299,f,t
seattle,11331,t,f
seattle,11332,t,t
seattle,11335,f,t
seattle,11344,f,t
seattle,11363,t,f
seattle,11368,f,t
seattle,11381,f,t
seattle,11392,t,f
seattle,11399,f,t
seattle,11402,t,f
seattle,11409,t,t
seattle,11423,t,f
seattle,11445,f,t
seattle,11469,f,t
seattle,11544,f,t
seattle,11545,f,t
seattle,11570,f,t
seattle,11599,f,t
seattle,11604,f,t
seattle,11607,t,t
seattle,11643,f,t
seattle,11649,f,t
seattle,11698,f,t
seattle,11709,f,t
seattle,11710,f,t
seattle,11725,f,t
seattle,11726,f,t
seattle,11737,f,t
seattle,11761,t,t
seattle,11769,f,t
seattle,11776,f,t
seattle,11781,t,f
seattle,11791,t,f
seattle,11804,f,t
seattle,11851,t,f
seattle,11860,f,t
seattle,11867,f,t
seattle,11882,f,t
seattle,11890,f,t
seattle,11901,f,t
seattle,11905,f,t
seattle,11907,f,t
seattle,11913,f,t
seattle,11919,t,t
seattle,11922,t,f
seattle,11943,f,t
seattle,11965,f,t
seattle,11969,f,t
seattle,11972,f,t
seattle,11975,f,t
seattle,12042,t,f
seattle,12307,f,t
seattle,12313,f,t
seattle,12328,f,t
seattle,12515,t,t
seattle,12537,t,t
seattle,12545,f,t
seattle,12560,f,t
seattle,12592,f,t
seattle,12597,f,t
seattle,12613,t,f
seattle,12759,f,t
seattle,12833,f,t
seattle,12846,t,t
seattle,12847,t,f
seattle,12852,t,f
seattle,12853,f,t
seattle,12863,f,t
seattle,12867,t,t
seattle,12869,f,t
seattle,12889,t,t
seattle,12903,f,t
seattle,12934,f,t
seattle,12938,f,t
seattle,12965,t,t
seattle,12971,t,t
seattle,12991,f,t
seattle,13021,f,t
seattle,13044,f,t
seattle,13100,f,t
seattle,13130,f,t
seattle,13151,t,f
seattle,13225,f,t
seattle,13230,t,t
seattle,13234,f,t
seattle,13235,t,f
seattle,13241,f,t
seattle,13288,f,t
seattle,13301,t,t
seattle,13307,t,t
seattle,13352,t,f
seattle,13367,f,t
seattle,13371,f,t
seattle,13404,t,f
seattle,13409,f,t
seattle,13413,f,t
seattle,13439,t,f
seattle,13455,f,t
seattle,13496,f,t
seattle,13503,t,f
seattle,13520,t,f
seattle,13550,f,t
seattle,13560,f,t
seattle,13613,f,t
seattle,13619,f,t
seattle,13672,f,t
seattle,13698,f,t
seattle,13735,t,f
seattle,13752,t,f
seattle,13759,f,t
seattle,13769,t,f
seattle,13770,f,t
seattle,13781,f,t
seattle,13807,f,t
seattle,13810,f,t
seattle,13852,f,t
seattle,13854,f,t
seattle,13858,t,f
seattle,13883,f,t
seattle,13887,f,t
seattle,13891,f,t
seattle,13908,t,f
seattle,13915,t,f
seattle,14033,f,t
seattle,14075,f,t
seattle,14257,t,f
seattle,14373,f,t
seattle,14403,f,t
seattle,14417,f,t
seattle,14487,f,t
seattle,14998,f,t
seattle,14999,t,f
seattle,15000,t,t
seattle,15020,f,t
seattle,15023,f,t
seattle,15056,t,f
seattle,15064,f,t
seattle,15075,f,t
seattle,15148,f,t
seattle,15149,f,t
seattle,15165,t,t
seattle,15168,f,t
seattle,15169,f,t
seattle,15174,f,t
seattle,15175,f,t
seattle,15177,f,t
seattle,15221,t,f
seattle,15255,t,f
seattle,15268,f,t
seattle,15358,t,f
seattle,15373,t,f
seattle,15389,f,t
seattle,15413,f,t
seattle,15423,f,t
seattle,15510,f,t
seattle,15511,f,t
seattle,15515,f,t
seattle,15517,f,t
seattle,15541,f,t
seattle,15546,f,t
seattle,15547,f,t
seattle,15576,f,t
seattle,15601,f,t
seattle,15608,t,f
seattle,15621,f,t
seattle,15624,f,t
seattle,15625,t,f
seattle,15626,f,t
seattle,15627,f,t
seattle,15632,f,t
seattle,15634,t,t
seattle,15645,f,t
seattle,15646,f,t
seattle,15650,f,t
seattle,15654,f,t
seattle,15656,f,t
seattle,15657,f,t
seattle,15658,f,t
seattle,15662,f,t
seattle,15666,f,t
seattle,15691,f,t
seattle,15707,f,t
seattle,15708,f,t
seattle,15710,t,t
seattle,15712,f,t
seattle,15733,f,t
seattle,15767,f,t
seattle,15770,f,t
seattle,15771,f,t
seattle,15772,f,t
seattle,15773,f,t
seattle,15775,f,t
seattle,15824,f,t
seattle,15835,f,t
seattle,15871,f,t
seattle,15918,f,t
seattle,15933,f,t
seattle,15943,f,t
seattle,15963,t,f
seattle,16005,f,t
seattle,16014,f,t
seattle,16050,f,t
seattle,16054,f,t
seattle,16081,f,t
seattle,16082,f,t
seattle,16105,f,t
seattle,16108,t,f
seattle,16113,f,t
seattle,16142,f,t
seattle,16163,t,f
seattle,16173,f,t
seattle,16185,f,t
seattle,16191,f,t
seattle,16193,f,t
seattle,16197,f,t
seattle,16203,t,f
seattle,16214,f,t
seattle,16221,t,f
seattle,16246,f,t
seattle,16281,t,f
seattle,16314,f,t
seattle,16315,f,t
seattle,16327,f,t
seattle,16328,t,f
seattle,16339,f,t
seattle,16340,f,t
seattle,16352,f,t
seattle,16353,f,t
seattle,16364,f,t
seattle,16378,t,f
seattle,16409,t,f
seattle,16412,f,t
seattle,16415,f,t
seattle,16417,t,t
seattle,16425,t,f
seattle,16432,t,t
seattle,16433,f,t
seattle,16444,t,t
seattle,16455,f,t
seattle,16459,f,t
seattle,16538,f,t
seattle,16546,f,t
seattle,16647,f,t
seattle,16648,f,t
seattle,16650,f,t
seattle,16662,f,t
seattle,16787,f,t
seattle,16861,f,t
seattle,17157,t,f
seattle,17667,t,f
seattle,17784,f,t
seattle,17808,t,f
seattle,17964,f,t
seattle,17978,t,f
seattle,18013,t,f
seattle,18101,f,t
seattle,18180,t,f
seattle,18181,t,f
seattle,18265,f,t
seattle,18534,t,f
seattle,18558,t,f
seattle,18583,t,f
seattle,18792,f,t
seattle,18826,f,t
seattle,19077,f,t
seattle,19124,t,f
seattle,19255,f,t
seattle,19383,t,f
seattle,19477,t,f
seattle,19501,f,t
seattle,19532,t,t
seattle,19637,f,t
seattle,19641,f,t
seattle,19716,t,f
seattle,19827,f,t
seattle,19828,f,t
seattle,19834,f,t
seattle,19870,f,t
seattle,19900,f,t
seattle,19906,f,t
seattle,19924,t,t
seattle,19937,t,f
seattle,19960,f,t
seattle,19972,t,t
seattle,19992,t,f
seattle,20010,t,f
seattle,20013,t,f
seattle,20689,t,f
seattle,20801,t,f
seattle,20901,f,t
seattle,20979,f,t
seattle,21100,f,t
seattle,21226,f,t
seattle,21268,f,t
seattle,21571,f,t
seattle,21646,t,f
seattle,22167,f,t
seattle,22168,f,t
seattle,22426,f,t
seattle,22436,t,f
seattle,22585,t,f
seattle,22879,t,f
seattle,22923,f,t
seattle,23065,t,f
seattle,23154,f,t
seattle,23229,f,t
seattle,23294,f,t
seattle,23440,t,f
seattle,23441,f,t
seattle,23442,f,t
seattle,23451,f,t
seattle,23513,f,t
seattle,23599,t,t
seattle,23600,f,t
seattle,23648,f,t
seattle,23653,f,t
seattle,23676,f,t
seattle,23683,f,t
seattle,23684,t,f
seattle,23818,f,t
seattle,23820,f,t
seattle,24111,t,f
seattle,24112,f,t
seattle,24115,f,t
seattle,24288,f,t
seattle,24292,f,t
seattle,24295,t,f
seattle,24296,f,t
seattle,24311,f,t
seattle,24353,f,t
seattle,24370,f,t
seattle,24379,f,t
seattle,24602,f,t
seattle,24641,f,t
seattle,24700,f,t
seattle,24701,f,t
seattle,24708,f,t
seattle,24711,f,t
seattle,24712,t,f
seattle,24716,f,t
seattle,24851,t,f
seattle,24997,f,t
seattle,25097,f,t
seattle,25114,f,t
seattle,25120,f,t
seattle,25140,f,t
seattle,25145,f,t
seattle,25151,f,t
seattle,25167,f,t
seattle,25171,f,t
seattle,25192,f,t
seattle,25214,f,t
seattle,25219,f,t
seattle,25221,f,t
seattle,25222,f,t
seattle,25226,f,t
seattle,25254,f,t
seattle,25265,t,f
seattle,25277,t,f
seattle,25278,t,f
seattle,25310,f,t
seattle,25325,t,f
seattle,25346,f,t
seattle,25351,t,f
seattle,25384,f,t
seattle,25386,f,t
seattle,25559,f,t
seattle,25564,t,f
seattle,25567,f,t
seattle,25990,f,t
seattle,26097,f,t
seattle,26099,f,t
seattle,26100,f,t
seattle,26214,f,t
seattle,26223,f,t
seattle,26224,f,t
seattle,26276,f,t
seattle,26281,f,t
seattle,26338,f,t
seattle,26347,t,f
seattle,26395,f,t
seattle,26412,t,f
seattle,26788,f,t
seattle,26799,f,t
seattle,26805,f,t
seattle,26806,f,t
seattle,26846,f,t
seattle,26913,f,t
seattle,26914,f,t
seattle,26928,t,f
seattle,26998,t,f
seattle,27003,f,t
seattle,27132,t,f
seattle,27254,f,t
seattle,27300,f,t
seattle,27975,f,t
seattle,28102,f,t
seattle,28104,t,f
seattle,28107,f,t
seattle,28113,f,t
seattle,28115,f,t
seattle,28118,f,t
seattle,28119,f,t
seattle,28126,f,t
seattle,28169,f,t
seattle,28373,t,f
seattle,28560,f,t
seattle,28574,t,f
seattle,28582,f,t
seattle,28623,t,f
seattle,28625,f,t
seattle,28802,f,t
seattle,28840,f,t
seattle,28892,f,t
seattle,28910,f,t
seattle,28923,f,t
seattle,28937,f,t
seattle,28955,f,t
seattle,28959,f,t
seattle,28970,f,t
seattle,28988,f,t
seattle,29077,f,t
seattle,29081,f,t
seattle,29087,f,t
seattle,29088,f,t
seattle,29095,t,f
seattle,29231,f,t
seattle,29240,f,t
seattle,29280,f,t
seattle,29289,f,t
seattle,29415,f,t
seattle,29484,f,t
seattle,29496,f,t
seattle,29528,t,f
seattle,29572,f,t
seattle,29908,f,t
seattle,30019,f,t
seattle,30020,f,t
seattle,30022,f,t
seattle,30381,f,t
seattle,30393,f,t
seattle,30432,t,f
seattle,30534,f,t
seattle,30615,f,t
seattle,30624,f,t
seattle,30626,t,f
seattle,30705,t,f
seattle,30715,t,f
seattle,30800,f,t
seattle,31332,t,f
seattle,31336,t,f
seattle,31341,f,t
seattle,31472,f,t
seattle,31495,f,t
seattle,31515,f,t
seattle,31518,f,t
seattle,31522,f,t
seattle,31696,f,t
seattle,31700,f,t
seattle,31710,f,t
seattle,31714,f,t
seattle,31716,f,t
seattle,31740,t,f
seattle,31748,f,t
seattle,31769,f,t
seattle,31795,f,t
seattle,31803,f,t
seattle,31883,t,f
seattle,31941,t,f
seattle,31945,t,f
seattle,31947,f,t
seattle,31954,t,f
seattle,31957,t,f
seattle,31962,f,t
seattle,31966,f,t
seattle,31975,f,t
seattle,31979,f,t
seattle,31986,t,f
seattle,31995,f,t
seattle,31999,f,t
seattle,32024,f,t
seattle,32115,t,f
seattle,32196,t,f
seattle,32198,t,f
seattle,32369,f,t
seattle,32374,f,t
seattle,32381,f,t
seattle,32387,f,t
seattle,32411,f,t
seattle,32424,f,t
seattle,32452,f,t
seattle,32496,f,t
seattle,32614,t,f
seattle,32633,f,t
seattle,32769,f,t
seattle,32794,f,t
seattle,32798,f,t
seattle,32812,f,t
seattle,32870,f,t
seattle,32932,f,t
seattle,32934,f,t
seattle,33187,f,t
seattle,33447,f,t
seattle,33779,f,t
seattle,33815,f,t
seattle,34206,f,t
seattle,34480,f,t
seattle,34972,f,t
seattle,35148,t,f
seattle,35240,t,f
seattle,35327,f,t
seattle,35418,f,t
seattle,35458,f,t
seattle,35662,f,t
seattle,36188,f,t
seattle,36190,f,t
seattle,36812,f,t
seattle,36823,f,t
seattle,37060,f,t
seattle,37071,t,f
seattle,37087,f,t
seattle,37855,f,t
seattle,37859,f,t
seattle,37860,t,f
seattle,37862,f,t
seattle,37865,f,t
seattle,37866,f,t
seattle,37867,f,t
seattle,37961,f,t
seattle,37967,f,t
seattle,37992,t,f
seattle,38003,f,t
seattle,38019,t,f
seattle,38039,t,f
seattle,38043,f,t
seattle,38063,f,t
seattle,38072,f,t
seattle,38077,f,t
seattle,38088,f,t
seattle,38110,f,t
seattle,38144,f,t
seattle,38213,f,t
seattle,38256,t,f
seattle,38280,t,f
seattle,38295,f,t
seattle,38300,f,t
seattle,38309,f,t
seattle,38322,t,f
seattle,38324,t,f
seattle,38327,f,t
seattle,38340,f,t
seattle,38361,t,f
seattle,38367,f,t
seattle,38393,f,t
seattle,38398,t,f
seattle,38498,t,f
seattle,38529,f,t
seattle,38533,f,t
seattle,38537,f,t
seattle,38608,t,f
seattle,38622,f,t
seattle,38630,f,t
seattle,38632,f,t
seattle,38637,f,t
seattle,38655,f,t
seattle,38740,f,t
seattle,38779,f,t
seattle,38859,f,t
seattle,38878,f,t
seattle,38917,f,t
seattle,38978,f,t
seattle,38984,f,t
seattle,39035,f,t
seattle,39269,t,f
seattle,39488,f,t
seattle,39499,f,t
seattle,39718,f,t
seattle,39947,t,t
seattle,40313,f,t
seattle,40356,f,t
seattle,40562,f,t
seattle,40937,t,f
seattle,41037,t,f
seattle,41060,f,t
seattle,41070,f,t
seattle,41173,f,t
seattle,41641,f,t
seattle,41822,t,f
seattle,42055,f,t
seattle,42134,f,t
seattle,42192,t,f
seattle,42239,f,t
seattle,42335,f,t
seattle,42370,f,t
seattle,42549,f,t
seattle,42560,f,t
seattle,42581,f,t
seattle,42624,f,t
seattle,42632,f,t
seattle,42710,f,t
seattle,42771,f,t
seattle,42779,f,t
seattle,42871,f,t
seattle,42880,f,t
seattle,42933,f,t
seattle,42950,f,t
seattle,42951,f,t
seattle,43112,f,t
seattle,43152,f,t
seattle,43206,f,t
seattle,43211,f,t
seattle,43212,f,t
seattle,43229,t,f
seattle,43235,t,f
seattle,43269,f,t
seattle,43274,f,t
seattle,43277,f,t
seattle,43282,f,t
seattle,43697,f,t
seattle,43724,t,f
seattle,43735,f,t
seattle,43737,f,t
seattle,43742,f,t
seattle,43746,t,f
seattle,43777,t,f
seattle,43861,f,t
seattle,43865,t,f
seattle,43970,f,t
seattle,44303,f,t
seattle,44423,f,t
seattle,44601,f,t
seattle,44625,f,t
seattle,44732,f,t
seattle,44777,t,f
seattle,44809,f,t
seattle,44881,t,f
seattle,44944,f,t
seattle,44999,f,t
seattle,45062,f,t
seattle,45094,f,t
seattle,45111,t,f
